event,code,ttl,trial,event_onset,pupil_baseline,pupil_response,subject,npar,tmax,r
fixation,TRIALID 1,0.001,1.0,1054.0,-5.141908314315332,7.412234373596653,28,10.1,1300,0.5121375961141772
cue,93,93.0,1.0,1879.0,-5.141908314315332,6.606620008192667,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,1.0,3412.0,-5.141908314315332,8.037931966598036,28,10.1,1300,0.5121375961141772
response,200,200.0,1.0,4158.0,-5.141908314315332,5.880126788908654,28,10.1,1300,0.5121375961141772
feedback,10,10.0,1.0,5162.0,-5.141908314315332,7.637649990034152,28,10.1,1300,0.5121375961141772
fixation,TRIALID 2,0.002,2.0,6054.0,-5.141908314315332,6.009216099207398,28,10.1,1300,0.5121375961141772
cue,93,93.0,2.0,7079.0,-5.141908314315332,8.06248285666351,28,10.1,1300,0.5121375961141772
stimulus,52,52.0,2.0,8611.0,-5.141908314315332,7.640620787062452,28,10.1,1300,0.5121375961141772
response,200,200.0,2.0,9208.0,-5.141908314315332,4.388800787496961,28,10.1,1300,0.5121375961141772
feedback,10,10.0,2.0,10195.0,-5.141908314315332,7.256381261855214,28,10.1,1300,0.5121375961141772
fixation,TRIALID 3,0.003,3.0,11260.0,-5.141908314315332,6.656387749074133,28,10.1,1300,0.5121375961141772
cue,92,92.0,3.0,12177.0,-5.141908314315332,7.538750604894599,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,3.0,13694.0,-5.141908314315332,8.051374877258915,28,10.1,1300,0.5121375961141772
response,200,200.0,3.0,14472.0,-5.141908314315332,5.53204454013417,28,10.1,1300,0.5121375961141772
feedback,10,10.0,3.0,15494.0,-5.141908314315332,7.099426305701788,28,10.1,1300,0.5121375961141772
fixation,TRIALID 4,0.004,4.0,16321.0,-5.141908314315332,2.108388803080575,28,10.1,1300,0.5121375961141772
cue,94,94.0,4.0,16862.0,-5.141908314315332,7.5657043255462355,28,10.1,1300,0.5121375961141772
stimulus,53,53.0,4.0,18378.0,-5.141908314315332,7.174376738220231,28,10.1,1300,0.5121375961141772
response,210,210.0,4.0,18965.0,-5.141908314315332,4.464239238569221,28,10.1,1300,0.5121375961141772
feedback,110,110.0,4.0,19962.0,-5.141908314315332,7.900291833925487,28,10.1,1300,0.5121375961141772
fixation,TRIALID 5,0.005,5.0,20980.0,-5.141908314315332,5.0204353731602955,28,10.1,1300,0.5121375961141772
cue,93,93.0,5.0,21711.0,-5.141908314315332,7.585094499046985,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,5.0,23228.0,-5.141908314315332,8.94462719603387,28,10.1,1300,0.5121375961141772
response,210,210.0,5.0,24192.0,-5.141908314315332,6.90852539573846,28,10.1,1300,0.5121375961141772
feedback,10,10.0,5.0,25145.0,-5.141908314315332,6.726173182274925,28,10.1,1300,0.5121375961141772
fixation,TRIALID 6,0.006,6.0,25913.0,-5.141908314315332,3.685033942128594,28,10.1,1300,0.5121375961141772
cue,93,93.0,6.0,26645.0,-5.141908314315332,7.307611100988857,28,10.1,1300,0.5121375961141772
stimulus,53,53.0,6.0,28162.0,-5.141908314315332,7.592822241329443,28,10.1,1300,0.5121375961141772
response,210,210.0,6.0,28915.0,-5.141908314315332,5.9039796340686905,28,10.1,1300,0.5121375961141772
feedback,20,20.0,6.0,29928.0,-5.141908314315332,7.376612716847605,28,10.1,1300,0.5121375961141772
fixation,TRIALID 7,0.007,7.0,30774.0,-5.141908314315332,5.022814428571965,28,10.1,1300,0.5121375961141772
cue,91,91.0,7.0,31646.0,-5.141908314315332,8.228750478692804,28,10.1,1300,0.5121375961141772
stimulus,52,52.0,7.0,33161.0,-5.141908314315332,7.795103734390832,28,10.1,1300,0.5121375961141772
response,210,210.0,7.0,33803.0,-5.141908314315332,4.778992020453058,28,10.1,1300,0.5121375961141772
feedback,10,10.0,7.0,34795.0,-5.141908314315332,7.6603755937644875,28,10.1,1300,0.5121375961141772
fixation,TRIALID 8,0.008,8.0,35768.0,-5.141908314315332,6.28768219156487,28,10.1,1300,0.5121375961141772
cue,94,94.0,8.0,36729.0,-5.141908314315332,7.836137538987002,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,8.0,38245.0,-5.141908314315332,7.988184512478135,28,10.1,1300,0.5121375961141772
response,210,210.0,8.0,39026.0,-5.141908314315332,5.851682149226114,28,10.1,1300,0.5121375961141772
feedback,10,10.0,8.0,40011.0,-5.141908314315332,6.887716394655084,28,10.1,1300,0.5121375961141772
fixation,TRIALID 9,0.009,9.0,40845.0,-5.141908314315332,3.1222358507451315,28,10.1,1300,0.5121375961141772
cue,92,92.0,9.0,41495.0,-5.141908314315332,7.4187257064924115,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,9.0,43012.0,-5.141908314315332,7.223671984262074,28,10.1,1300,0.5121375961141772
response,210,210.0,9.0,43687.0,-5.141908314315332,5.401962146152178,28,10.1,1300,0.5121375961141772
feedback,10,10.0,9.0,44729.0,-5.141908314315332,7.755671217006181,28,10.1,1300,0.5121375961141772
fixation,TRIALID 10,0.01,10.0,45613.0,-5.141908314315332,5.079028453410325,28,10.1,1300,0.5121375961141772
cue,91,91.0,10.0,46429.0,-5.141908314315332,7.360001743208924,28,10.1,1300,0.5121375961141772
stimulus,53,53.0,10.0,47946.0,-5.141908314315332,7.125711231408679,28,10.1,1300,0.5121375961141772
response,210,210.0,10.0,48550.0,-5.141908314315332,4.67327787499929,28,10.1,1300,0.5121375961141772
feedback,20,20.0,10.0,49562.0,-5.141908314315332,7.703964394695028,28,10.1,1300,0.5121375961141772
fixation,TRIALID 11,0.011,11.0,50553.0,-5.141908314315332,5.978032754307744,28,10.1,1300,0.5121375961141772
cue,93,93.0,11.0,51512.0,-5.141908314315332,7.223110004374252,28,10.1,1300,0.5121375961141772
stimulus,52,52.0,11.0,53028.0,-5.141908314315332,7.257853951192229,28,10.1,1300,0.5121375961141772
response,200,200.0,11.0,53668.0,-5.141908314315332,4.032857558301464,28,10.1,1300,0.5121375961141772
feedback,10,10.0,11.0,54662.0,-5.141908314315332,6.704076061413519,28,10.1,1300,0.5121375961141772
fixation,TRIALID 12,0.012,12.0,55635.0,-5.141908314315332,3.8905371751697793,28,10.1,1300,0.5121375961141772
cue,92,92.0,12.0,56296.0,-5.141908314315332,6.659863250982706,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,12.0,57813.0,-5.141908314315332,7.546669927133799,28,10.1,1300,0.5121375961141772
response,210,210.0,12.0,58687.0,-5.141908314315332,5.772611144786935,28,10.1,1300,0.5121375961141772
feedback,10,10.0,12.0,59579.0,-5.141908314315332,6.433784083983483,28,10.1,1300,0.5121375961141772
fixation,TRIALID 13,0.013,13.0,60423.0,-5.141908314315332,5.496798757160429,28,10.1,1300,0.5121375961141772
cue,93,93.0,13.0,61362.0,-5.141908314315332,7.035131215451198,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,13.0,62879.0,-5.141908314315332,7.502294632575293,28,10.1,1300,0.5121375961141772
response,210,210.0,13.0,63749.0,-5.141908314315332,5.866647171022167,28,10.1,1300,0.5121375961141772
feedback,10,10.0,13.0,64747.0,-5.141908314315332,6.158622881771781,28,10.1,1300,0.5121375961141772
fixation,TRIALID 14,0.014,14.0,65512.0,-5.141908314315332,4.233470551421631,28,10.1,1300,0.5121375961141772
cue,93,93.0,14.0,66379.0,-5.141908314315332,6.668189349734023,28,10.1,1300,0.5121375961141772
stimulus,53,53.0,14.0,67896.0,-5.141908314315332,6.778393315980868,28,10.1,1300,0.5121375961141772
response,200,200.0,14.0,68486.0,-5.141908314315332,4.096656344949816,28,10.1,1300,0.5121375961141772
feedback,10,10.0,14.0,69463.0,-5.141908314315332,6.591797151689904,28,10.1,1300,0.5121375961141772
fixation,TRIALID 15,0.015,15.0,70497.0,-5.141908314315332,5.289924058741869,28,10.1,1300,0.5121375961141772
cue,91,91.0,15.0,71312.0,-5.141908314315332,6.634181014282158,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,15.0,72830.0,-5.141908314315332,6.763361760511321,28,10.1,1300,0.5121375961141772
response,210,210.0,15.0,73549.0,-5.141908314315332,5.414294946853223,28,10.1,1300,0.5121375961141772
feedback,10,10.0,15.0,74580.0,-5.141908314315332,6.787554111738456,28,10.1,1300,0.5121375961141772
fixation,TRIALID 16,0.016,16.0,75434.0,-5.141908314315332,4.365983419894863,28,10.1,1300,0.5121375961141772
cue,92,92.0,16.0,76229.0,-5.141908314315332,6.764532177714138,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,16.0,77747.0,-5.141908314315332,6.951525400175217,28,10.1,1300,0.5121375961141772
response,200,200.0,16.0,78445.0,-5.141908314315332,4.109206121073622,28,10.1,1300,0.5121375961141772
feedback,10,10.0,16.0,79347.0,-5.141908314315332,6.65755114053192,28,10.1,1300,0.5121375961141772
fixation,TRIALID 17,0.017,17.0,80356.0,-5.141908314315332,5.5855446840863525,28,10.1,1300,0.5121375961141772
cue,94,94.0,17.0,81264.0,-5.141908314315332,6.459476242868276,28,10.1,1300,0.5121375961141772
stimulus,53,53.0,17.0,82779.0,-5.141908314315332,6.032328022813095,28,10.1,1300,0.5121375961141772
response,200,200.0,17.0,83341.0,-5.141908314315332,4.226898524322477,28,10.1,1300,0.5121375961141772
feedback,10,10.0,17.0,84396.0,-5.141908314315332,6.827920676931367,28,10.1,1300,0.5121375961141772
fixation,TRIALID 18,0.018,18.0,85381.0,-5.141908314315332,5.109182353251562,28,10.1,1300,0.5121375961141772
cue,91,91.0,18.0,86196.0,-5.141908314315332,7.321008287965959,28,10.1,1300,0.5121375961141772
stimulus,52,52.0,18.0,87713.0,-5.141908314315332,6.863484371931194,28,10.1,1300,0.5121375961141772
response,210,210.0,18.0,88243.0,-5.141908314315332,3.8263427717866962,28,10.1,1300,0.5121375961141772
feedback,10,10.0,18.0,89264.0,-5.141908314315332,7.71734444803936,28,10.1,1300,0.5121375961141772
fixation,TRIALID 19,0.019,19.0,90319.0,-5.141908314315332,3.288013661917992,28,10.1,1300,0.5121375961141772
cue,92,92.0,19.0,90863.0,-5.141908314315332,5.791400876021772,28,10.1,1300,0.5121375961141772
stimulus,52,52.0,19.0,92380.0,-5.141908314315332,7.402343460424912,28,10.1,1300,0.5121375961141772
response,210,210.0,19.0,93269.0,-5.141908314315332,6.519653603115354,28,10.1,1300,0.5121375961141772
feedback,10,10.0,19.0,94313.0,-5.141908314315332,6.085124908636477,28,10.1,1300,0.5121375961141772
fixation,TRIALID 20,0.02,20.0,95081.0,-5.141908314315332,3.874512162042485,28,10.1,1300,0.5121375961141772
cue,94,94.0,20.0,95930.0,-5.141908314315332,6.209389858633527,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,20.0,97447.0,-5.141908314315332,6.020882966425846,28,10.1,1300,0.5121375961141772
response,210,210.0,20.0,97992.0,-5.141908314315332,4.716716172980257,28,10.1,1300,0.5121375961141772
feedback,110,110.0,20.0,99063.0,-5.141908314315332,7.9861953197595374,28,10.1,1300,0.5121375961141772
fixation,TRIALID 21,0.021,21.0,100055.0,-5.141908314315332,4.8001549854039975,28,10.1,1300,0.5121375961141772
cue,91,91.0,21.0,100797.0,-5.141908314315332,6.828192455087802,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,21.0,102313.0,-5.141908314315332,7.625499277514711,28,10.1,1300,0.5121375961141772
response,210,210.0,21.0,103092.0,-5.141908314315332,5.689583224780281,28,10.1,1300,0.5121375961141772
feedback,10,10.0,21.0,104114.0,-5.141908314315332,6.613399486897105,28,10.1,1300,0.5121375961141772
fixation,TRIALID 22,0.022,22.0,104914.0,-5.141908314315332,4.189210856208842,28,10.1,1300,0.5121375961141772
cue,94,94.0,22.0,105763.0,-5.141908314315332,6.490276439606314,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,22.0,107280.0,-5.141908314315332,6.762554485929184,28,10.1,1300,0.5121375961141772
response,200,200.0,22.0,107958.0,-5.141908314315332,5.144441139565005,28,10.1,1300,0.5121375961141772
feedback,10,10.0,22.0,108981.0,-5.141908314315332,6.947456809128864,28,10.1,1300,0.5121375961141772
fixation,TRIALID 23,0.023,23.0,109892.0,-5.141908314315332,4.295291477748606,28,10.1,1300,0.5121375961141772
cue,91,91.0,23.0,110647.0,-5.141908314315332,6.749364290808622,28,10.1,1300,0.5121375961141772
stimulus,52,52.0,23.0,112163.0,-5.141908314315332,6.70171550905226,28,10.1,1300,0.5121375961141772
response,210,210.0,23.0,112710.0,-5.141908314315332,4.123721500697827,28,10.1,1300,0.5121375961141772
feedback,10,10.0,23.0,113748.0,-5.141908314315332,7.59108765335089,28,10.1,1300,0.5121375961141772
fixation,TRIALID 24,0.024,24.0,114764.0,-5.141908314315332,5.5690042929200265,28,10.1,1300,0.5121375961141772
cue,92,92.0,24.0,115747.0,-5.141908314315332,7.382367285540893,28,10.1,1300,0.5121375961141772
stimulus,53,53.0,24.0,117263.0,-5.141908314315332,6.844970303511205,28,10.1,1300,0.5121375961141772
response,200,200.0,24.0,117892.0,-5.141908314315332,4.829383613859102,28,10.1,1300,0.5121375961141772
feedback,10,10.0,24.0,118947.0,-5.141908314315332,7.0773397175434996,28,10.1,1300,0.5121375961141772
fixation,TRIALID 25,0.025,25.0,119870.0,-5.141908314315332,2.600893742941173,28,10.1,1300,0.5121375961141772
cue,94,94.0,25.0,120428.0,-5.141908314315332,6.507645196172593,28,10.1,1300,0.5121375961141772
stimulus,52,52.0,25.0,121947.0,-5.141908314315332,6.587679792939068,28,10.1,1300,0.5121375961141772
response,210,210.0,25.0,122590.0,-5.141908314315332,5.296874628720557,28,10.1,1300,0.5121375961141772
feedback,110,110.0,25.0,123664.0,-5.141908314315332,7.446205284106583,28,10.1,1300,0.5121375961141772
fixation,TRIALID 26,0.026,26.0,124553.0,-5.141908314315332,4.621111709864173,28,10.1,1300,0.5121375961141772
cue,92,92.0,26.0,125397.0,-5.141908314315332,6.865048005368832,28,10.1,1300,0.5121375961141772
stimulus,51,51.0,26.0,126915.0,-5.141908314315332,7.489450568975658,28,10.1,1300,0.5121375961141772
response,210,210.0,26.0,127748.0,-5.141908314315332,5.95127629789246,28,10.1,1300,0.5121375961141772
feedback,10,10.0,26.0,128847.0,-5.141908314315332,6.565049046068095,28,10.1,1300,0.5121375961141772
fixation,TRIALID 27,0.027,27.0,129615.0,-5.141908314315332,3.7745465577339044,28,10.1,1300,0.5121375961141772
cue,94,94.0,27.0,130413.0,-5.141908314315332,6.396101537415728,28,10.1,1300,0.5121375961141772
stimulus,52,52.0,27.0,131930.0,-5.141908314315332,6.358320315945566,28,10.1,1300,0.5121375961141772
response,210,210.0,27.0,132455.0,-5.141908314315332,4.578176943215598,28,10.1,1300,0.5121375961141772
feedback,110,110.0,27.0,133514.0,-5.141908314315332,7.574468276756949,28,10.1,1300,0.5121375961141772
fixation,TRIALID 28,0.028,28.0,134534.0,-5.141908314315332,6.40972698836832,28,10.1,1300,0.5121375961141772
cue,91,91.0,28.0,135548.0,-5.141908314315332,7.650870113809282,28,10.1,1300,0.5121375961141772
stimulus,53,53.0,28.0,137079.0,-5.141908314315332,6.900382455197914,28,10.1,1300,0.5121375961141772
response,210,210.0,28.0,137743.0,-5.141908314315332,5.356233847762833,28,10.1,1300,0.5121375961141772
feedback,20,20.0,28.0,138814.0,-5.141908314315332,6.9724100973935546,28,10.1,1300,0.5121375961141772
fixation,TRIALID 29,0.029,29.0,139683.0,-5.141908314315332,5.299970701157771,28,10.1,1300,0.5121375961141772
cue,94,94.0,29.0,140565.0,-5.141908314315332,7.755299247884377,28,10.1,1300,0.5121375961141772
stimulus,52,52.0,29.0,142081.0,-5.141908314315332,6.993293075410481,28,10.1,1300,0.5121375961141772
response,210,210.0,29.0,142714.0,-5.141908314315332,5.153940742415789,28,10.1,1300,0.5121375961141772
feedback,110,110.0,29.0,143763.0,-5.141908314315332,7.249164040903453,28,10.1,1300,0.5121375961141772
fixation,TRIALID 30,0.03,30.0,144687.0,-5.141908314315332,4.577124782093114,28,10.1,1300,0.5121375961141772
cue,94,94.0,30.0,145431.0,-5.141908314315332,6.89633357098471,28,10.1,1300,0.5121375961141772
stimulus,53,53.0,30.0,146949.0,-5.141908314315332,6.927936803920952,28,10.1,1300,0.5121375961141772
response,210,210.0,30.0,147556.0,-5.141908314315332,4.9681062174848005,28,10.1,1300,0.5121375961141772
