event,code,ttl,trial,event_onset,pupil_baseline,pupil_response,subject,npar,tmax,r
fixation,TRIALID 1,0.001,1.0,1042.0,-4.098519653849176,5.257023059367392,50,10.1,1300,0.5901311304422914
cue,92,92.0,1.0,1669.0,-4.098519653849176,5.196107009257855,50,10.1,1300,0.5901311304422914
stimulus,52,52.0,1.0,3186.0,-4.098519653849176,6.886464481277451,50,10.1,1300,0.5901311304422914
response,210,210.0,1.0,3928.0,-4.098519653849176,4.991885050560938,50,10.1,1300,0.5901311304422914
feedback,110,110.0,1.0,4903.0,-4.098519653849176,6.501182087416783,50,10.1,1300,0.5901311304422914
fixation,TRIALID 2,0.002,2.0,5826.0,-4.098519653849176,4.4661339313441,50,10.1,1300,0.5901311304422914
cue,94,94.0,2.0,6703.0,-4.098519653849176,6.594617972868487,50,10.1,1300,0.5901311304422914
stimulus,51,51.0,2.0,8219.0,-4.098519653849176,6.517028742230854,50,10.1,1300,0.5901311304422914
response,210,210.0,2.0,8923.0,-4.098519653849176,5.062103779423257,50,10.1,1300,0.5901311304422914
feedback,110,110.0,2.0,9902.0,-4.098519653849176,6.988379573630481,50,10.1,1300,0.5901311304422914
fixation,TRIALID 3,0.003,3.0,10848.0,-4.098519653849176,4.202279470025515,50,10.1,1300,0.5901311304422914
cue,93,93.0,3.0,11734.0,-4.098519653849176,6.288836307122731,50,10.1,1300,0.5901311304422914
stimulus,52,52.0,3.0,13253.0,-4.098519653849176,6.664229303715341,50,10.1,1300,0.5901311304422914
response,210,210.0,3.0,14087.0,-4.098519653849176,4.938329922842637,50,10.1,1300,0.5901311304422914
feedback,10,10.0,3.0,15053.0,-4.098519653849176,5.569287999831559,50,10.1,1300,0.5901311304422914
fixation,TRIALID 4,0.004,4.0,15866.0,-4.098519653849176,2.4392141144427617,50,10.1,1300,0.5901311304422914
cue,92,92.0,4.0,16553.0,-4.098519653849176,6.147406079104636,50,10.1,1300,0.5901311304422914
stimulus,53,53.0,4.0,18069.0,-4.098519653849176,6.1628759187489575,50,10.1,1300,0.5901311304422914
response,210,210.0,4.0,18665.0,-4.098519653849176,3.9131011685361727,50,10.1,1300,0.5901311304422914
feedback,10,10.0,4.0,19653.0,-4.098519653849176,6.441714688165113,50,10.1,1300,0.5901311304422914
fixation,TRIALID 5,0.005,5.0,20675.0,-4.098519653849176,2.6955717182520527,50,10.1,1300,0.5901311304422914
cue,93,93.0,5.0,21269.0,-4.098519653849176,5.5368022319544465,50,10.1,1300,0.5901311304422914
stimulus,51,51.0,5.0,22786.0,-4.098519653849176,6.40503727579903,50,10.1,1300,0.5901311304422914
response,210,210.0,5.0,23562.0,-4.098519653849176,5.063976031907418,50,10.1,1300,0.5901311304422914
feedback,10,10.0,5.0,24536.0,-4.098519653849176,6.185842196068948,50,10.1,1300,0.5901311304422914
fixation,TRIALID 6,0.006,6.0,25392.0,-4.098519653849176,2.9318937763991575,50,10.1,1300,0.5901311304422914
cue,93,93.0,6.0,26087.0,-4.098519653849176,6.235593640317872,50,10.1,1300,0.5901311304422914
stimulus,52,52.0,6.0,27602.0,-4.098519653849176,6.293077999402619,50,10.1,1300,0.5901311304422914
response,210,210.0,6.0,28263.0,-4.098519653849176,4.475818276240795,50,10.1,1300,0.5901311304422914
feedback,20,20.0,6.0,29302.0,-4.098519653849176,6.109621128578757,50,10.1,1300,0.5901311304422914
fixation,TRIALID 7,0.007,7.0,30202.0,-4.098519653849176,5.118985854536715,50,10.1,1300,0.5901311304422914
cue,92,92.0,7.0,31203.0,-4.098519653849176,6.808950484651491,50,10.1,1300,0.5901311304422914
stimulus,52,52.0,7.0,32719.0,-4.098519653849176,6.594922880040472,50,10.1,1300,0.5901311304422914
response,210,210.0,7.0,33408.0,-4.098519653849176,4.04195171036227,50,10.1,1300,0.5901311304422914
feedback,110,110.0,7.0,34387.0,-4.098519653849176,6.147151017070135,50,10.1,1300,0.5901311304422914
fixation,TRIALID 8,0.008,8.0,35334.0,-4.098519653849176,4.520805889620236,50,10.1,1300,0.5901311304422914
cue,91,91.0,8.0,36203.0,-4.098519653849176,5.921543787858014,50,10.1,1300,0.5901311304422914
stimulus,51,51.0,8.0,37720.0,-4.098519653849176,8.360273995021007,50,10.1,1300,0.5901311304422914
feedback,10,10.0,8.0,39553.0,-4.098519653849176,6.62436058545311,50,10.1,1300,0.5901311304422914
fixation,TRIALID 9,0.009,9.0,40320.0,-4.098519653849176,2.5329880477475277,50,10.1,1300,0.5901311304422914
cue,91,91.0,9.0,41187.0,-4.098519653849176,6.607184108506247,50,10.1,1300,0.5901311304422914
stimulus,53,53.0,9.0,42703.0,-4.098519653849176,6.79479579275138,50,10.1,1300,0.5901311304422914
response,210,210.0,9.0,43568.0,-4.098519653849176,4.693068822405755,50,10.1,1300,0.5901311304422914
feedback,10,10.0,9.0,44503.0,-4.098519653849176,5.659847663165678,50,10.1,1300,0.5901311304422914
fixation,TRIALID 10,0.01,10.0,45309.0,-4.098519653849176,2.0968052357893976,50,10.1,1300,0.5901311304422914
cue,92,92.0,10.0,45936.0,-4.098519653849176,5.365191379103999,50,10.1,1300,0.5901311304422914
stimulus,51,51.0,10.0,47454.0,-4.098519653849176,7.879118438692607,50,10.1,1300,0.5901311304422914
feedback,10,10.0,10.0,49287.0,-4.098519653849176,7.153683210125445,50,10.1,1300,0.5901311304422914
fixation,TRIALID 11,0.011,11.0,50053.0,-4.098519653849176,2.8981546519788184,50,10.1,1300,0.5901311304422914
cue,93,93.0,11.0,50804.0,-4.098519653849176,6.4610554656525,50,10.1,1300,0.5901311304422914
stimulus,51,51.0,11.0,52320.0,-4.098519653849176,6.035479619760423,50,10.1,1300,0.5901311304422914
response,210,210.0,11.0,52884.0,-4.098519653849176,3.4929000778629957,50,10.1,1300,0.5901311304422914
feedback,20,20.0,11.0,53854.0,-4.098519653849176,6.91528341344664,50,10.1,1300,0.5901311304422914
fixation,TRIALID 12,0.012,12.0,54928.0,-4.098519653849176,3.42283677708304,50,10.1,1300,0.5901311304422914
cue,91,91.0,12.0,55604.0,-4.098519653849176,4.471960923853388,50,10.1,1300,0.5901311304422914
stimulus,53,53.0,12.0,57120.0,-4.098519653849176,5.810550873573543,50,10.1,1300,0.5901311304422914
response,210,210.0,12.0,57807.0,-4.098519653849176,3.722754977423411,50,10.1,1300,0.5901311304422914
feedback,20,20.0,12.0,58753.0,-4.098519653849176,5.629094262206964,50,10.1,1300,0.5901311304422914
fixation,TRIALID 13,0.013,13.0,59723.0,-4.098519653849176,3.270473294930749,50,10.1,1300,0.5901311304422914
cue,93,93.0,13.0,60487.0,-4.098519653849176,5.287211395936518,50,10.1,1300,0.5901311304422914
stimulus,52,52.0,13.0,62003.0,-4.098519653849176,5.959318230676326,50,10.1,1300,0.5901311304422914
response,210,210.0,13.0,62614.0,-4.098519653849176,3.134876523922265,50,10.1,1300,0.5901311304422914
feedback,20,20.0,13.0,63587.0,-4.098519653849176,6.350870871636442,50,10.1,1300,0.5901311304422914
fixation,TRIALID 14,0.014,14.0,64617.0,-4.098519653849176,3.9112758053614276,50,10.1,1300,0.5901311304422914
cue,94,94.0,14.0,65368.0,-4.098519653849176,5.730414556620433,50,10.1,1300,0.5901311304422914
stimulus,53,53.0,14.0,66887.0,-4.098519653849176,6.440895761998246,50,10.1,1300,0.5901311304422914
response,210,210.0,14.0,67624.0,-4.098519653849176,4.956196000269304,50,10.1,1300,0.5901311304422914
feedback,110,110.0,14.0,68604.0,-4.098519653849176,5.970408408740403,50,10.1,1300,0.5901311304422914
fixation,TRIALID 15,0.015,15.0,69494.0,-4.098519653849176,4.31202995088725,50,10.1,1300,0.5901311304422914
cue,94,94.0,15.0,70370.0,-4.098519653849176,6.334295865823608,50,10.1,1300,0.5901311304422914
stimulus,52,52.0,15.0,71887.0,-4.098519653849176,6.217838898138451,50,10.1,1300,0.5901311304422914
response,210,210.0,15.0,72402.0,-4.098519653849176,3.1809250291996034,50,10.1,1300,0.5901311304422914
feedback,110,110.0,15.0,73371.0,-4.098519653849176,6.806934280483844,50,10.1,1300,0.5901311304422914
fixation,TRIALID 16,0.016,16.0,74498.0,-4.098519653849176,3.53967462504617,50,10.1,1300,0.5901311304422914
cue,93,93.0,16.0,75121.0,-4.098519653849176,5.109331550952514,50,10.1,1300,0.5901311304422914
stimulus,51,51.0,16.0,76637.0,-4.098519653849176,6.068815678775441,50,10.1,1300,0.5901311304422914
response,210,210.0,16.0,77303.0,-4.098519653849176,4.751721864406778,50,10.1,1300,0.5901311304422914
feedback,20,20.0,16.0,78354.0,-4.098519653849176,6.195657919225425,50,10.1,1300,0.5901311304422914
fixation,TRIALID 17,0.017,17.0,79237.0,-4.098519653849176,3.6109074433020414,50,10.1,1300,0.5901311304422914
cue,92,92.0,17.0,80054.0,-4.098519653849176,6.091904153419445,50,10.1,1300,0.5901311304422914
stimulus,52,52.0,17.0,81570.0,-4.098519653849176,5.878669862913168,50,10.1,1300,0.5901311304422914
response,210,210.0,17.0,82161.0,-4.098519653849176,3.7835887572680287,50,10.1,1300,0.5901311304422914
feedback,110,110.0,17.0,83154.0,-4.098519653849176,6.515617288563064,50,10.1,1300,0.5901311304422914
fixation,TRIALID 18,0.018,18.0,84179.0,-4.098519653849176,3.6948436899997117,50,10.1,1300,0.5901311304422914
cue,92,92.0,18.0,85020.0,-4.098519653849176,5.8188671278085,50,10.1,1300,0.5901311304422914
stimulus,53,53.0,18.0,86537.0,-4.098519653849176,6.124741671622646,50,10.1,1300,0.5901311304422914
response,210,210.0,18.0,87238.0,-4.098519653849176,4.034911774601804,50,10.1,1300,0.5901311304422914
feedback,110,110.0,18.0,88238.0,-4.098519653849176,6.097494651403877,50,10.1,1300,0.5901311304422914
fixation,TRIALID 19,0.019,19.0,89152.0,-4.098519653849176,3.746035119149178,50,10.1,1300,0.5901311304422914
cue,91,91.0,19.0,89871.0,-4.098519653849176,5.571871073010265,50,10.1,1300,0.5901311304422914
stimulus,51,51.0,19.0,91388.0,-4.098519653849176,6.568233295973282,50,10.1,1300,0.5901311304422914
response,210,210.0,19.0,92208.0,-4.098519653849176,4.5112956963058854,50,10.1,1300,0.5901311304422914
feedback,20,20.0,19.0,93187.0,-4.098519653849176,5.840411278768237,50,10.1,1300,0.5901311304422914
fixation,TRIALID 20,0.02,20.0,94001.0,-4.098519653849176,1.6761600666800727,50,10.1,1300,0.5901311304422914
cue,94,94.0,20.0,94553.0,-4.098519653849176,6.002019783919225,50,10.1,1300,0.5901311304422914
stimulus,52,52.0,20.0,96071.0,-4.098519653849176,5.9192733609759935,50,10.1,1300,0.5901311304422914
response,210,210.0,20.0,96634.0,-4.098519653849176,3.3986757605181195,50,10.1,1300,0.5901311304422914
feedback,110,110.0,20.0,97622.0,-4.098519653849176,6.655008517833277,50,10.1,1300,0.5901311304422914
fixation,TRIALID 21,0.021,21.0,98684.0,-4.098519653849176,4.217946004142415,50,10.1,1300,0.5901311304422914
cue,92,92.0,21.0,99438.0,-4.098519653849176,5.504766182604444,50,10.1,1300,0.5901311304422914
stimulus,52,52.0,21.0,100955.0,-4.098519653849176,6.517905498354868,50,10.1,1300,0.5901311304422914
