event,code,ttl,trial,event_onset,pupil_baseline,pupil_response,subject,npar,tmax,r
fixation,TRIALID 1,0.001,1.0,1039.0,-4.508001509397229,5.8614230282933075,72,10.1,1300,0.5509714171414584
cue,93,93.0,1.0,1680.0,-4.508001509397229,5.188029740111016,72,10.1,1300,0.5509714171414584
stimulus,51,51.0,1.0,3196.0,-4.508001509397229,8.677828155553147,72,10.1,1300,0.5509714171414584
feedback,10,10.0,1.0,5063.0,-4.508001509397229,7.5765997480584355,72,10.1,1300,0.5509714171414584
fixation,TRIALID 2,0.002,2.0,5834.0,-4.508001509397229,3.092069452232461,72,10.1,1300,0.5509714171414584
cue,91,91.0,2.0,6631.0,-4.508001509397229,7.227875676352557,72,10.1,1300,0.5509714171414584
stimulus,52,52.0,2.0,8146.0,-4.508001509397229,7.267701720085216,72,10.1,1300,0.5509714171414584
response,210,210.0,2.0,9000.0,-4.508001509397229,5.255941762523733,72,10.1,1300,0.5509714171414584
feedback,10,10.0,2.0,9912.0,-4.508001509397229,6.105595843703015,72,10.1,1300,0.5509714171414584
fixation,TRIALID 3,0.003,3.0,10784.0,-4.508001509397229,2.7407239859809542,72,10.1,1300,0.5509714171414584
cue,91,91.0,3.0,11329.0,-4.508001509397229,6.689222269550744,72,10.1,1300,0.5509714171414584
stimulus,53,53.0,3.0,12847.0,-4.508001509397229,6.702784635318399,72,10.1,1300,0.5509714171414584
response,200,200.0,3.0,13453.0,-4.508001509397229,3.7440505640581825,72,10.1,1300,0.5509714171414584
feedback,10,10.0,3.0,14397.0,-4.508001509397229,6.673921872503673,72,10.1,1300,0.5509714171414584
fixation,TRIALID 4,0.004,4.0,15458.0,-4.508001509397229,6.017031072926885,72,10.1,1300,0.5509714171414584
cue,91,91.0,4.0,16430.0,-4.508001509397229,7.1748496170838045,72,10.1,1300,0.5509714171414584
stimulus,52,52.0,4.0,17947.0,-4.508001509397229,6.507808214774827,72,10.1,1300,0.5509714171414584
response,210,210.0,4.0,18526.0,-4.508001509397229,3.6015578744596137,72,10.1,1300,0.5509714171414584
feedback,20,20.0,4.0,19464.0,-4.508001509397229,6.985849821837155,72,10.1,1300,0.5509714171414584
fixation,TRIALID 5,0.005,5.0,20556.0,-4.508001509397229,5.1405107271457835,72,10.1,1300,0.5509714171414584
cue,92,92.0,5.0,21363.0,-4.508001509397229,6.4552707399218425,72,10.1,1300,0.5509714171414584
stimulus,51,51.0,5.0,22880.0,-4.508001509397229,8.791282338262793,72,10.1,1300,0.5509714171414584
feedback,10,10.0,5.0,24714.0,-4.508001509397229,7.139601155651795,72,10.1,1300,0.5509714171414584
fixation,TRIALID 6,0.006,6.0,25481.0,-4.508001509397229,3.840247700722062,72,10.1,1300,0.5509714171414584
cue,94,94.0,6.0,26363.0,-4.508001509397229,7.412998803838363,72,10.1,1300,0.5509714171414584
stimulus,53,53.0,6.0,27880.0,-4.508001509397229,6.6714534485478305,72,10.1,1300,0.5509714171414584
response,210,210.0,6.0,28530.0,-4.508001509397229,3.6963298992686844,72,10.1,1300,0.5509714171414584
feedback,110,110.0,6.0,29430.0,-4.508001509397229,6.659698612139915,72,10.1,1300,0.5509714171414584
fixation,TRIALID 7,0.007,7.0,30482.0,-4.508001509397229,4.240466416161957,72,10.1,1300,0.5509714171414584
cue,92,92.0,7.0,31114.0,-4.508001509397229,6.1973134235393585,72,10.1,1300,0.5509714171414584
stimulus,52,52.0,7.0,32631.0,-4.508001509397229,6.689086278829021,72,10.1,1300,0.5509714171414584
response,210,210.0,7.0,33264.0,-4.508001509397229,3.734216089513813,72,10.1,1300,0.5509714171414584
feedback,10,10.0,7.0,34180.0,-4.508001509397229,6.477584459330254,72,10.1,1300,0.5509714171414584
fixation,TRIALID 8,0.008,8.0,35236.0,-4.508001509397229,6.065084810068294,72,10.1,1300,0.5509714171414584
cue,92,92.0,8.0,36248.0,-4.508001509397229,7.396375371080565,72,10.1,1300,0.5509714171414584
stimulus,53,53.0,8.0,37764.0,-4.508001509397229,6.821448724408047,72,10.1,1300,0.5509714171414584
response,210,210.0,8.0,38417.0,-4.508001509397229,3.7073030919425123,72,10.1,1300,0.5509714171414584
feedback,110,110.0,8.0,39348.0,-4.508001509397229,6.786842735001305,72,10.1,1300,0.5509714171414584
fixation,TRIALID 9,0.009,9.0,40368.0,-4.508001509397229,5.424655244421066,72,10.1,1300,0.5509714171414584
cue,93,93.0,9.0,41214.0,-4.508001509397229,6.8188877627570195,72,10.1,1300,0.5509714171414584
stimulus,52,52.0,9.0,42731.0,-4.508001509397229,6.55706352932946,72,10.1,1300,0.5509714171414584
response,200,200.0,9.0,43281.0,-4.508001509397229,3.2093362756308634,72,10.1,1300,0.5509714171414584
feedback,10,10.0,9.0,44215.0,-4.508001509397229,7.0629850383394155,72,10.1,1300,0.5509714171414584
fixation,TRIALID 10,0.01,10.0,45341.0,-4.508001509397229,3.8821163154829783,72,10.1,1300,0.5509714171414584
cue,91,91.0,10.0,45881.0,-4.508001509397229,6.0788088301939505,72,10.1,1300,0.5509714171414584
