event,code,ttl,trial,event_onset,pupil_baseline,pupil_response,subject,npar,tmax,r
fixation,TRIALID 1,0.001,1.0,1049.0,-4.967512790241718,7.485141309664485,41,10.1,1300,0.526310090730288
cue,94,94.0,1.0,1780.0,-4.967512790241718,6.166074941844696,41,10.1,1300,0.526310090730288
stimulus,51,51.0,1.0,3313.0,-4.967512790241718,9.032015642800385,41,10.1,1300,0.526310090730288
response,210,210.0,1.0,4125.0,-4.967512790241718,6.0588509487622195,41,10.1,1300,0.526310090730288
feedback,10,10.0,1.0,5080.0,-4.967512790241718,8.429059112804065,41,10.1,1300,0.526310090730288
fixation,TRIALID 2,0.002,2.0,5953.0,-4.967512790241718,3.6168888410814124,41,10.1,1300,0.526310090730288
cue,94,94.0,2.0,6697.0,-4.967512790241718,6.765500574769118,41,10.1,1300,0.526310090730288
stimulus,51,51.0,2.0,8229.0,-4.967512790241718,8.122591374505667,41,10.1,1300,0.526310090730288
response,210,210.0,2.0,8771.0,-4.967512790241718,3.967543182658904,41,10.1,1300,0.526310090730288
feedback,110,110.0,2.0,9747.0,-4.967512790241718,8.657890757942326,41,10.1,1300,0.526310090730288
fixation,TRIALID 3,0.003,3.0,10875.0,-4.967512790241718,4.417536631415821,41,10.1,1300,0.526310090730288
cue,94,94.0,3.0,11547.0,-4.967512790241718,6.898738853224561,41,10.1,1300,0.526310090730288
stimulus,52,52.0,3.0,13064.0,-4.967512790241718,8.482680421942325,41,10.1,1300,0.526310090730288
response,200,200.0,3.0,13858.0,-4.967512790241718,5.136089876529961,41,10.1,1300,0.526310090730288
feedback,10,10.0,3.0,14814.0,-4.967512790241718,7.449215620707254,41,10.1,1300,0.526310090730288
fixation,TRIALID 4,0.004,4.0,15669.0,-4.967512790241718,5.0574686421231885,41,10.1,1300,0.526310090730288
cue,91,91.0,4.0,16514.0,-4.967512790241718,8.128248076856284,41,10.1,1300,0.526310090730288
stimulus,53,53.0,4.0,18031.0,-4.967512790241718,8.611980788775343,41,10.1,1300,0.526310090730288
response,210,210.0,4.0,18800.0,-4.967512790241718,5.94363341330376,41,10.1,1300,0.526310090730288
