event,code,ttl,trial,event_onset,pupil_baseline,pupil_response,subject,npar,tmax,r
fixation,TRIALID 1,0.001,1.0,1041.0,-8.534567792966456,9.2002117346588,18,10.1,1300,0.3309136220402483
cue,92,92.0,1.0,1654.0,-8.534567792966456,8.059064822890523,18,10.1,1300,0.3309136220402483
stimulus,53,53.0,1.0,3170.0,-8.534567792966456,11.185872284401258,18,10.1,1300,0.3309136220402483
response,210,210.0,1.0,3650.0,-8.534567792966456,3.9722980875604867,18,10.1,1300,0.3309136220402483
feedback,10,10.0,1.0,4587.0,-8.534567792966456,12.480593033682762,18,10.1,1300,0.3309136220402483
fixation,TRIALID 2,0.002,2.0,5826.0,-8.534567792966456,7.121521825895358,18,10.1,1300,0.3309136220402483
cue,91,91.0,2.0,6354.0,-8.534567792966456,9.16213443320138,18,10.1,1300,0.3309136220402483
stimulus,51,51.0,2.0,7870.0,-8.534567792966456,10.670803090264663,18,10.1,1300,0.3309136220402483
response,210,210.0,2.0,8417.0,-8.534567792966456,5.5380677966800524,18,10.1,1300,0.3309136220402483
feedback,20,20.0,2.0,9353.0,-8.534567792966456,12.007260625676084,18,10.1,1300,0.3309136220402483
fixation,TRIALID 3,0.003,3.0,10490.0,-8.534567792966456,7.154909519411408,18,10.1,1300,0.3309136220402483
cue,94,94.0,3.0,11137.0,-8.534567792966456,10.83018710133881,18,10.1,1300,0.3309136220402483
stimulus,52,52.0,3.0,12653.0,-8.534567792966456,11.599764978601636,18,10.1,1300,0.3309136220402483
response,210,210.0,3.0,13205.0,-8.534567792966456,3.8441065571562882,18,10.1,1300,0.3309136220402483
feedback,110,110.0,3.0,14087.0,-8.534567792966456,11.697450696271751,18,10.1,1300,0.3309136220402483
fixation,TRIALID 4,0.004,4.0,15250.0,-8.534567792966456,9.134233925976385,18,10.1,1300,0.3309136220402483
cue,91,91.0,4.0,16070.0,-8.534567792966456,10.350345260051109,18,10.1,1300,0.3309136220402483
stimulus,51,51.0,4.0,17587.0,-8.534567792966456,14.716515656824226,18,10.1,1300,0.3309136220402483
feedback,20,20.0,4.0,19420.0,-8.534567792966456,12.157317058473526,18,10.1,1300,0.3309136220402483
fixation,TRIALID 5,0.005,5.0,20187.0,-8.534567792966456,6.7428671736082455,18,10.1,1300,0.3309136220402483
cue,91,91.0,5.0,21154.0,-8.534567792966456,11.83073228150149,18,10.1,1300,0.3309136220402483
stimulus,52,52.0,5.0,22670.0,-8.534567792966456,11.34706380878303,18,10.1,1300,0.3309136220402483
response,210,210.0,5.0,23308.0,-8.534567792966456,4.943376913218258,18,10.1,1300,0.3309136220402483
feedback,20,20.0,5.0,24187.0,-8.534567792966456,10.844145947121563,18,10.1,1300,0.3309136220402483
fixation,TRIALID 6,0.006,6.0,25268.0,-8.534567792966456,9.015609629358444,18,10.1,1300,0.3309136220402483
cue,91,91.0,6.0,26187.0,-8.534567792966456,10.936666706489088,18,10.1,1300,0.3309136220402483
stimulus,52,52.0,6.0,27704.0,-8.534567792966456,12.23950878429754,18,10.1,1300,0.3309136220402483
response,210,210.0,6.0,28113.0,-8.534567792966456,1.4355166260336927,18,10.1,1300,0.3309136220402483
feedback,10,10.0,6.0,29020.0,-8.534567792966456,12.305693051568175,18,10.1,1300,0.3309136220402483
fixation,TRIALID 7,0.007,7.0,30313.0,-8.534567792966456,8.501769325792068,18,10.1,1300,0.3309136220402483
cue,92,92.0,7.0,31071.0,-8.534567792966456,10.043300258659135,18,10.1,1300,0.3309136220402483
stimulus,52,52.0,7.0,32587.0,-8.534567792966456,10.756857273512773,18,10.1,1300,0.3309136220402483
response,210,210.0,7.0,33296.0,-8.534567792966456,6.943580857575858,18,10.1,1300,0.3309136220402483
feedback,10,10.0,7.0,34220.0,-8.534567792966456,10.732921452088316,18,10.1,1300,0.3309136220402483
fixation,TRIALID 8,0.008,8.0,35197.0,-8.534567792966456,6.161610458609533,18,10.1,1300,0.3309136220402483
cue,93,93.0,8.0,35854.0,-8.534567792966456,10.415443658646831,18,10.1,1300,0.3309136220402483
stimulus,53,53.0,8.0,37371.0,-8.534567792966456,11.52514843925577,18,10.1,1300,0.3309136220402483
response,210,210.0,8.0,37828.0,-8.534567792966456,2.9132368671171927,18,10.1,1300,0.3309136220402483
feedback,20,20.0,8.0,38737.0,-8.534567792966456,12.46460704297913,18,10.1,1300,0.3309136220402483
fixation,TRIALID 9,0.009,9.0,39973.0,-8.534567792966456,6.436392357877759,18,10.1,1300,0.3309136220402483
cue,91,91.0,9.0,40571.0,-8.534567792966456,9.339445302130606,18,10.1,1300,0.3309136220402483
stimulus,52,52.0,9.0,42087.0,-8.534567792966456,11.32327088891906,18,10.1,1300,0.3309136220402483
response,210,210.0,9.0,42653.0,-8.534567792966456,5.053957645680338,18,10.1,1300,0.3309136220402483
feedback,10,10.0,9.0,43554.0,-8.534567792966456,11.530175762445516,18,10.1,1300,0.3309136220402483
fixation,TRIALID 10,0.01,10.0,44686.0,-8.534567792966456,5.6034833231749115,18,10.1,1300,0.3309136220402483
cue,91,91.0,10.0,45288.0,-8.534567792966456,9.94303393651524,18,10.1,1300,0.3309136220402483
stimulus,53,53.0,10.0,46804.0,-8.534567792966456,11.26095885381877,18,10.1,1300,0.3309136220402483
response,210,210.0,10.0,47297.0,-8.534567792966456,3.7142739034674084,18,10.1,1300,0.3309136220402483
feedback,10,10.0,10.0,48204.0,-8.534567792966456,12.203366249944214,18,10.1,1300,0.3309136220402483
fixation,TRIALID 11,0.011,11.0,49406.0,-8.534567792966456,6.636066963868419,18,10.1,1300,0.3309136220402483
cue,93,93.0,11.0,50021.0,-8.534567792966456,9.506746555780506,18,10.1,1300,0.3309136220402483
stimulus,52,52.0,11.0,51537.0,-8.534567792966456,10.91153454570629,18,10.1,1300,0.3309136220402483
response,210,210.0,11.0,52133.0,-8.534567792966456,5.257445303628113,18,10.1,1300,0.3309136220402483
feedback,20,20.0,11.0,53021.0,-8.534567792966456,11.159485847994663,18,10.1,1300,0.3309136220402483
fixation,TRIALID 12,0.012,12.0,54144.0,-8.534567792966456,7.767478812404086,18,10.1,1300,0.3309136220402483
cue,91,91.0,12.0,54904.0,-8.534567792966456,10.275166764840177,18,10.1,1300,0.3309136220402483
stimulus,52,52.0,12.0,56421.0,-8.534567792966456,10.363467853066126,18,10.1,1300,0.3309136220402483
response,210,210.0,12.0,56980.0,-8.534567792966456,5.571843530314684,18,10.1,1300,0.3309136220402483
feedback,10,10.0,12.0,57904.0,-8.534567792966456,12.012635144543738,18,10.1,1300,0.3309136220402483
fixation,TRIALID 13,0.013,13.0,59031.0,-8.534567792966456,6.727502749907309,18,10.1,1300,0.3309136220402483
cue,93,93.0,13.0,59688.0,-8.534567792966456,10.09510599224979,18,10.1,1300,0.3309136220402483
stimulus,51,51.0,13.0,61204.0,-8.534567792966456,11.333772985317335,18,10.1,1300,0.3309136220402483
response,210,210.0,13.0,61753.0,-8.534567792966456,4.450707961776588,18,10.1,1300,0.3309136220402483
feedback,20,20.0,13.0,62688.0,-8.534567792966456,12.04650401265836,18,10.1,1300,0.3309136220402483
fixation,TRIALID 14,0.014,14.0,63805.0,-8.534567792966456,5.955208463785668,18,10.1,1300,0.3309136220402483
cue,93,93.0,14.0,64438.0,-8.534567792966456,8.866509177641998,18,10.1,1300,0.3309136220402483
stimulus,51,51.0,14.0,65954.0,-8.534567792966456,11.15788517756347,18,10.1,1300,0.3309136220402483
response,210,210.0,14.0,66670.0,-8.534567792966456,5.776825601202584,18,10.1,1300,0.3309136220402483
feedback,20,20.0,14.0,67605.0,-8.534567792966456,9.62260856629383,18,10.1,1300,0.3309136220402483
