event,code,ttl,trial,event_onset,pupil_baseline,pupil_response,subject,npar,tmax,r
fixation,TRIALID 1,0.001,1.0,1053.0,-11.938005354648435,11.047973119262757,17,10.1,1300,0.2529062313656628
cue,94,94.0,1.0,1798.0,-11.938005354648435,8.714244919017483,17,10.1,1300,0.2529062313656628
stimulus,52,52.0,1.0,3314.0,-11.938005354648435,12.46092600251816,17,10.1,1300,0.2529062313656628
response,200,200.0,1.0,4086.0,-11.938005354648435,8.417195920438795,17,10.1,1300,0.2529062313656628
feedback,10,10.0,1.0,5064.0,-11.938005354648435,12.010271576026595,17,10.1,1300,0.2529062313656628
fixation,TRIALID 2,0.002,2.0,5939.0,-11.938005354648435,4.587795771990199,17,10.1,1300,0.2529062313656628
cue,94,94.0,2.0,6548.0,-11.938005354648435,11.756935888672645,17,10.1,1300,0.2529062313656628
stimulus,53,53.0,2.0,8064.0,-11.938005354648435,11.874667000584644,17,10.1,1300,0.2529062313656628
response,200,200.0,2.0,8673.0,-11.938005354648435,5.938605620700846,17,10.1,1300,0.2529062313656628
feedback,10,10.0,2.0,9631.0,-11.938005354648435,11.267128204954371,17,10.1,1300,0.2529062313656628
fixation,TRIALID 3,0.003,3.0,10679.0,-11.938005354648435,10.023143494271396,17,10.1,1300,0.2529062313656628
cue,93,93.0,3.0,11631.0,-11.938005354648435,12.225503789349903,17,10.1,1300,0.2529062313656628
stimulus,52,52.0,3.0,13148.0,-11.938005354648435,12.504746331768553,17,10.1,1300,0.2529062313656628
response,200,200.0,3.0,14015.0,-11.938005354648435,9.691383685923983,17,10.1,1300,0.2529062313656628
feedback,10,10.0,3.0,14997.0,-11.938005354648435,10.267814193346375,17,10.1,1300,0.2529062313656628
fixation,TRIALID 4,0.004,4.0,15764.0,-11.938005354648435,7.479980523465766,17,10.1,1300,0.2529062313656628
cue,92,92.0,4.0,16648.0,-11.938005354648435,12.328233162231134,17,10.1,1300,0.2529062313656628
stimulus,52,52.0,4.0,18165.0,-11.938005354648435,11.843629540439697,17,10.1,1300,0.2529062313656628
response,210,210.0,4.0,18822.0,-11.938005354648435,6.793836806498723,17,10.1,1300,0.2529062313656628
feedback,110,110.0,4.0,19797.0,-11.938005354648435,11.889120758531428,17,10.1,1300,0.2529062313656628
fixation,TRIALID 5,0.005,5.0,20772.0,-11.938005354648435,9.412080877486428,17,10.1,1300,0.2529062313656628
cue,92,92.0,5.0,21698.0,-11.938005354648435,12.52946238653886,17,10.1,1300,0.2529062313656628
stimulus,51,51.0,5.0,23214.0,-11.938005354648435,12.692323427794255,17,10.1,1300,0.2529062313656628
response,210,210.0,5.0,24148.0,-11.938005354648435,9.603011306937264,17,10.1,1300,0.2529062313656628
feedback,10,10.0,5.0,25064.0,-11.938005354648435,9.607542530498765,17,10.1,1300,0.2529062313656628
fixation,TRIALID 6,0.006,6.0,25832.0,-11.938005354648435,8.060868643001237,17,10.1,1300,0.2529062313656628
cue,92,92.0,6.0,26782.0,-11.938005354648435,12.728071643646953,17,10.1,1300,0.2529062313656628
stimulus,53,53.0,6.0,28298.0,-11.938005354648435,12.11752731395576,17,10.1,1300,0.2529062313656628
response,200,200.0,6.0,28972.0,-11.938005354648435,7.692800636992392,17,10.1,1300,0.2529062313656628
feedback,10,10.0,6.0,29915.0,-11.938005354648435,11.874605069938495,17,10.1,1300,0.2529062313656628
fixation,TRIALID 7,0.007,7.0,30903.0,-11.938005354648435,7.311023197376029,17,10.1,1300,0.2529062313656628
cue,94,94.0,7.0,31548.0,-11.938005354648435,11.358075673287745,17,10.1,1300,0.2529062313656628
stimulus,51,51.0,7.0,33064.0,-11.938005354648435,11.972152845994067,17,10.1,1300,0.2529062313656628
response,210,210.0,7.0,33620.0,-11.938005354648435,5.879752277276643,17,10.1,1300,0.2529062313656628
feedback,110,110.0,7.0,34581.0,-11.938005354648435,12.87794811076871,17,10.1,1300,0.2529062313656628
fixation,TRIALID 8,0.008,8.0,35661.0,-11.938005354648435,8.110596350037646,17,10.1,1300,0.2529062313656628
cue,94,94.0,8.0,36381.0,-11.938005354648435,11.753125640440448,17,10.1,1300,0.2529062313656628
stimulus,51,51.0,8.0,37898.0,-11.938005354648435,13.299437757598062,17,10.1,1300,0.2529062313656628
response,210,210.0,8.0,38833.0,-11.938005354648435,10.353660229065524,17,10.1,1300,0.2529062313656628
feedback,10,10.0,8.0,39798.0,-11.938005354648435,11.272461920322554,17,10.1,1300,0.2529062313656628
fixation,TRIALID 9,0.009,9.0,40565.0,-11.938005354648435,5.709516523525276,17,10.1,1300,0.2529062313656628
cue,92,92.0,9.0,41215.0,-11.938005354648435,11.899555182076465,17,10.1,1300,0.2529062313656628
stimulus,51,51.0,9.0,42731.0,-11.938005354648435,13.23806937222532,17,10.1,1300,0.2529062313656628
response,210,210.0,9.0,43688.0,-11.938005354648435,10.50936333975744,17,10.1,1300,0.2529062313656628
feedback,110,110.0,9.0,44681.0,-11.938005354648435,11.418792596880223,17,10.1,1300,0.2529062313656628
fixation,TRIALID 10,0.01,10.0,45448.0,-11.938005354648435,4.042465674261824,17,10.1,1300,0.2529062313656628
cue,93,93.0,10.0,46015.0,-11.938005354648435,12.384793101488006,17,10.1,1300,0.2529062313656628
stimulus,52,52.0,10.0,47532.0,-11.938005354648435,12.98218978196563,17,10.1,1300,0.2529062313656628
response,210,210.0,10.0,47911.0,-11.938005354648435,2.458849869448925,17,10.1,1300,0.2529062313656628
feedback,20,20.0,10.0,48849.0,-11.938005354648435,13.863720580584122,17,10.1,1300,0.2529062313656628
fixation,TRIALID 11,0.011,11.0,50129.0,-11.938005354648435,8.385683090414458,17,10.1,1300,0.2529062313656628
cue,92,92.0,11.0,50732.0,-11.938005354648435,10.216916007423375,17,10.1,1300,0.2529062313656628
stimulus,53,53.0,11.0,52248.0,-11.938005354648435,11.910225250298549,17,10.1,1300,0.2529062313656628
response,210,210.0,11.0,52806.0,-11.938005354648435,5.99914547409486,17,10.1,1300,0.2529062313656628
feedback,110,110.0,11.0,53748.0,-11.938005354648435,12.686322189047718,17,10.1,1300,0.2529062313656628
fixation,TRIALID 12,0.012,12.0,54845.0,-11.938005354648435,9.635362602891929,17,10.1,1300,0.2529062313656628
cue,94,94.0,12.0,55649.0,-11.938005354648435,12.365871502432128,17,10.1,1300,0.2529062313656628
stimulus,52,52.0,12.0,57165.0,-11.938005354648435,12.913994324685072,17,10.1,1300,0.2529062313656628
response,210,210.0,12.0,58004.0,-11.938005354648435,10.494107206818507,17,10.1,1300,0.2529062313656628
feedback,10,10.0,12.0,59082.0,-11.938005354648435,11.224700121804634,17,10.1,1300,0.2529062313656628
fixation,TRIALID 13,0.013,13.0,59849.0,-11.938005354648435,7.736643014781211,17,10.1,1300,0.2529062313656628
cue,92,92.0,13.0,60716.0,-11.938005354648435,13.424876315168635,17,10.1,1300,0.2529062313656628
stimulus,51,51.0,13.0,62232.0,-11.938005354648435,16.406604105279666,17,10.1,1300,0.2529062313656628
feedback,10,10.0,13.0,64065.0,-11.938005354648435,14.334259323640534,17,10.1,1300,0.2529062313656628
fixation,TRIALID 14,0.014,14.0,64833.0,-11.938005354648435,4.540887957695239,17,10.1,1300,0.2529062313656628
cue,92,92.0,14.0,65532.0,-11.938005354648435,13.50759276182089,17,10.1,1300,0.2529062313656628
stimulus,53,53.0,14.0,67049.0,-11.938005354648435,13.212101598600924,17,10.1,1300,0.2529062313656628
response,210,210.0,14.0,67882.0,-11.938005354648435,9.075107593167814,17,10.1,1300,0.2529062313656628
feedback,110,110.0,14.0,68799.0,-11.938005354648435,11.604862664927126,17,10.1,1300,0.2529062313656628
fixation,TRIALID 15,0.015,15.0,69657.0,-11.938005354648435,9.248302061145615,17,10.1,1300,0.2529062313656628
cue,93,93.0,15.0,70599.0,-11.938005354648435,13.208301566224701,17,10.1,1300,0.2529062313656628
stimulus,52,52.0,15.0,72115.0,-11.938005354648435,12.733342708197249,17,10.1,1300,0.2529062313656628
response,210,210.0,15.0,72728.0,-11.938005354648435,6.201929312203437,17,10.1,1300,0.2529062313656628
feedback,20,20.0,15.0,73649.0,-11.938005354648435,13.185451566885137,17,10.1,1300,0.2529062313656628
fixation,TRIALID 16,0.016,16.0,74727.0,-11.938005354648435,8.366562112700366,17,10.1,1300,0.2529062313656628
cue,93,93.0,16.0,75399.0,-11.938005354648435,11.751528246300651,17,10.1,1300,0.2529062313656628
stimulus,52,52.0,16.0,76916.0,-11.938005354648435,13.002016243618675,17,10.1,1300,0.2529062313656628
response,200,200.0,16.0,77694.0,-11.938005354648435,8.690425209535993,17,10.1,1300,0.2529062313656628
feedback,10,10.0,16.0,78649.0,-11.938005354648435,11.654694736151594,17,10.1,1300,0.2529062313656628
fixation,TRIALID 17,0.017,17.0,79528.0,-11.938005354648435,9.786190242702153,17,10.1,1300,0.2529062313656628
cue,91,91.0,17.0,80516.0,-11.938005354648435,12.579576228051902,17,10.1,1300,0.2529062313656628
stimulus,53,53.0,17.0,82032.0,-11.938005354648435,15.899025764058173,17,10.1,1300,0.2529062313656628
feedback,10,10.0,17.0,83866.0,-11.938005354648435,13.67148650312818,17,10.1,1300,0.2529062313656628
fixation,TRIALID 18,0.018,18.0,84633.0,-11.938005354648435,2.8087882766512204,17,10.1,1300,0.2529062313656628
cue,94,94.0,18.0,85299.0,-11.938005354648435,12.900350812926352,17,10.1,1300,0.2529062313656628
stimulus,52,52.0,18.0,86816.0,-11.938005354648435,12.399964628561957,17,10.1,1300,0.2529062313656628
response,200,200.0,18.0,87408.0,-11.938005354648435,5.8236150259858865,17,10.1,1300,0.2529062313656628
feedback,10,10.0,18.0,88332.0,-11.938005354648435,13.034903717203576,17,10.1,1300,0.2529062313656628
fixation,TRIALID 19,0.019,19.0,89426.0,-11.938005354648435,7.713930185817418,17,10.1,1300,0.2529062313656628
cue,94,94.0,19.0,90083.0,-11.938005354648435,11.656202119695685,17,10.1,1300,0.2529062313656628
stimulus,51,51.0,19.0,91599.0,-11.938005354648435,13.954104284635624,17,10.1,1300,0.2529062313656628
response,210,210.0,19.0,92478.0,-11.938005354648435,9.496563771581686,17,10.1,1300,0.2529062313656628
feedback,10,10.0,19.0,93399.0,-11.938005354648435,10.116837045376647,17,10.1,1300,0.2529062313656628
fixation,TRIALID 20,0.02,20.0,94196.0,-11.938005354648435,7.3394476651512415,17,10.1,1300,0.2529062313656628
cue,92,92.0,20.0,94967.0,-11.938005354648435,12.626092907353074,17,10.1,1300,0.2529062313656628
stimulus,51,51.0,20.0,96483.0,-11.938005354648435,13.28606972034151,17,10.1,1300,0.2529062313656628
response,210,210.0,20.0,97322.0,-11.938005354648435,9.592259579186678,17,10.1,1300,0.2529062313656628
feedback,10,10.0,20.0,98283.0,-11.938005354648435,11.31691612274803,17,10.1,1300,0.2529062313656628
fixation,TRIALID 21,0.021,21.0,99081.0,-11.938005354648435,6.367487102139086,17,10.1,1300,0.2529062313656628
cue,92,92.0,21.0,99799.0,-11.938005354648435,12.613864876338761,17,10.1,1300,0.2529062313656628
