event,code,ttl,trial,event_onset,pupil_baseline,pupil_response,subject,npar,tmax,r
fixation,TRIALID 1,0.001,1.0,1053.0,-4.337100559714118,6.789798152317934,73,10.1,1300,0.5506841084311679
cue,91,91.0,1.0,2008.0,-4.337100559714118,4.092646139844702,73,10.1,1300,0.5506841084311679
stimulus,52,52.0,1.0,3524.0,-4.337100559714118,6.527776395111777,73,10.1,1300,0.5506841084311679
response,210,210.0,1.0,4227.0,-4.337100559714118,3.7086876517371556,73,10.1,1300,0.5506841084311679
feedback,10,10.0,1.0,5188.0,-4.337100559714118,6.519588685029588,73,10.1,1300,0.5506841084311679
fixation,TRIALID 2,0.002,2.0,6157.0,-4.337100559714118,2.108871279315578,73,10.1,1300,0.5506841084311679
cue,91,91.0,2.0,6741.0,-4.337100559714118,5.222464216032984,73,10.1,1300,0.5506841084311679
stimulus,53,53.0,2.0,8257.0,-4.337100559714118,6.680546177535447,73,10.1,1300,0.5506841084311679
response,210,210.0,2.0,8955.0,-4.337100559714118,3.708924690995481,73,10.1,1300,0.5506841084311679
feedback,10,10.0,2.0,9907.0,-4.337100559714118,5.880716590207108,73,10.1,1300,0.5506841084311679
fixation,TRIALID 3,0.003,3.0,10881.0,-4.337100559714118,2.99760725630327,73,10.1,1300,0.5506841084311679
cue,91,91.0,3.0,11641.0,-4.337100559714118,5.555614299069018,73,10.1,1300,0.5506841084311679
stimulus,52,52.0,3.0,13157.0,-4.337100559714118,8.634928275324967,73,10.1,1300,0.5506841084311679
feedback,10,10.0,3.0,14990.0,-4.337100559714118,6.756255751957072,73,10.1,1300,0.5506841084311679
fixation,TRIALID 4,0.004,4.0,15758.0,-4.337100559714118,1.6323667100807964,73,10.1,1300,0.5506841084311679
cue,94,94.0,4.0,16457.0,-4.337100559714118,5.057129731465112,73,10.1,1300,0.5506841084311679
stimulus,53,53.0,4.0,17974.0,-4.337100559714118,6.220753081435646,73,10.1,1300,0.5506841084311679
response,210,210.0,4.0,18554.0,-4.337100559714118,2.835873798286582,73,10.1,1300,0.5506841084311679
feedback,110,110.0,4.0,19524.0,-4.337100559714118,6.477877743325751,73,10.1,1300,0.5506841084311679
fixation,TRIALID 5,0.005,5.0,20574.0,-4.337100559714118,2.2674909605544165,73,10.1,1300,0.5506841084311679
cue,92,92.0,5.0,21124.0,-4.337100559714118,5.076355103527993,73,10.1,1300,0.5506841084311679
stimulus,51,51.0,5.0,22641.0,-4.337100559714118,8.522745044491042,73,10.1,1300,0.5506841084311679
feedback,110,110.0,5.0,24474.0,-4.337100559714118,7.095701806503055,73,10.1,1300,0.5506841084311679
fixation,TRIALID 6,0.006,6.0,25241.0,-4.337100559714118,0.8924170840395615,73,10.1,1300,0.5506841084311679
cue,91,91.0,6.0,25889.0,-4.337100559714118,5.29177327643789,73,10.1,1300,0.5506841084311679
stimulus,51,51.0,6.0,27408.0,-4.337100559714118,6.154984386870487,73,10.1,1300,0.5506841084311679
response,210,210.0,6.0,28096.0,-4.337100559714118,3.3373021121251627,73,10.1,1300,0.5506841084311679
feedback,20,20.0,6.0,29041.0,-4.337100559714118,5.983298265579855,73,10.1,1300,0.5506841084311679
fixation,TRIALID 7,0.007,7.0,30009.0,-4.337100559714118,4.4538942161592106,73,10.1,1300,0.5506841084311679
cue,94,94.0,7.0,30941.0,-4.337100559714118,4.466066232484328,73,10.1,1300,0.5506841084311679
stimulus,51,51.0,7.0,32458.0,-4.337100559714118,6.202296990448625,73,10.1,1300,0.5506841084311679
response,210,210.0,7.0,33189.0,-4.337100559714118,4.061113050020304,73,10.1,1300,0.5506841084311679
feedback,110,110.0,7.0,34191.0,-4.337100559714118,5.873321570323044,73,10.1,1300,0.5506841084311679
fixation,TRIALID 8,0.008,8.0,35072.0,-4.337100559714118,3.6745942867142425,73,10.1,1300,0.5506841084311679
cue,93,93.0,8.0,35908.0,-4.337100559714118,4.486701210539103,73,10.1,1300,0.5506841084311679
stimulus,52,52.0,8.0,37425.0,-4.337100559714118,6.430684426028762,73,10.1,1300,0.5506841084311679
response,200,200.0,8.0,38241.0,-4.337100559714118,4.397703510857089,73,10.1,1300,0.5506841084311679
feedback,10,10.0,8.0,39241.0,-4.337100559714118,5.677993540485037,73,10.1,1300,0.5506841084311679
fixation,TRIALID 9,0.009,9.0,40036.0,-4.337100559714118,3.615844419645952,73,10.1,1300,0.5506841084311679
cue,92,92.0,9.0,40925.0,-4.337100559714118,5.938387743792023,73,10.1,1300,0.5506841084311679
stimulus,53,53.0,9.0,42441.0,-4.337100559714118,7.538849674791437,73,10.1,1300,0.5506841084311679
