type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	3654502 DISPLAY_COORDS 0 0 1023 767",,,66
!CAL,1,"MSG	3666721 !CAL ",,,66
!CAL,1,"MSG	3666721 !CAL Calibration points:  ",,,66
!CAL,1,"MSG	3666721 !CAL -3.7, -37.4         0,   -711   ",,,66
!CAL,1,"MSG	3666721 !CAL -15.9, -37.3     -2478,   -711   ",,,66
!CAL,1,"MSG	3666721 !CAL  8.9, -37.7      2478,   -711   ",,,66
!CAL,1,"MSG	3666721 !CAL eye check box: (L,R,T,B)",,,66
!CAL,1,"MSG	3666722 !CAL href cal range: (L,R,T,B)",,,66
!CAL,1,"MSG	3666722 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,66
!CAL,1,"MSG	3666722 !CAL Prerotate (eye, ref : cos, sin:  0.99987 -0.016361       1     0",,,66
!CAL,1,"MSG	3666722 !CAL Gains: cx:199.539 lx:205.501 rx:193.578",,,66
!CAL,1,"MSG	3666722 !CAL Gains: cy:446.345 ty:446.345 by:446.345",,,66
!CAL,1,"MSG	3666722 !CAL Resolution (upd) at screen center: X=1.3, Y=0.6",,,66
!CAL,1,"MSG	3666722 !CAL Gain Change Proportion: X: 0.062 Y: 0.000",,,66
!CAL,1,"MSG	3666722 !CAL Gain Ratio (Gy/Gx) = 2.237",,,66
!CAL,1,"MSG	3666722 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,66
!CAL,1,"MSG	3666723 !CAL PCR gain ratio(x,y) = 2.153, 2.153",,,66
!CAL,1,"MSG	3666723 !CAL CR gain match(x,y) = 1.010, 1.010",,,66
!CAL,1,"MSG	3666723 !CAL Slip rotation correction OFF",,,66
!CAL,1,"MSG	3666726 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,66
!CAL,1,"MSG	3673847 !CAL VALIDATION H3 R RIGHT GOOD ERROR 0.53 avg. 0.59 max  OFFSET 0.53 deg. -25.5,0.0 pix.",,,66
VALIDATE,1,"MSG	3673847 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.52 deg.  -25.4,0.0 pix.",,,66
VALIDATE,1,"MSG	3673847 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.59 deg.  -28.6,0.0 pix.",,,66
VALIDATE,1,"MSG	3673847 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.40 deg.  -19.5,0.0 pix.",,,66
!CAL,1,"MSG	4212273 !CAL ",,,66
!CAL,1,"MSG	4212273 !CAL Calibration points:  ",,,66
!CAL,1,"MSG	4212273 !CAL -4.6, -39.4         0,   -711   ",,,66
!CAL,1,"MSG	4212273 !CAL -18.4, -38.8     -2478,   -711   ",,,66
!CAL,1,"MSG	4212273 !CAL  8.6, -40.4      2478,   -711   ",,,66
!CAL,1,"MSG	4212273 !CAL eye check box: (L,R,T,B)",,,66
!CAL,1,"MSG	4212273 !CAL href cal range: (L,R,T,B)",,,66
!CAL,1,"MSG	4212273 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,66
!CAL,1,"MSG	4212273 !CAL Prerotate (eye, ref : cos, sin:  0.99829 -0.058523       1     0",,,66
!CAL,1,"MSG	4212274 !CAL Gains: cx:184.759 lx:176.785 rx:192.738",,,66
!CAL,1,"MSG	4212274 !CAL Gains: cy:409.223 ty:409.223 by:409.223",,,66
!CAL,1,"MSG	4212274 !CAL Resolution (upd) at screen center: X=1.4, Y=0.6",,,66
!CAL,1,"MSG	4212274 !CAL Gain Change Proportion: X: 0.090 Y: 0.000",,,66
!CAL,1,"MSG	4212274 !CAL Gain Ratio (Gy/Gx) = 2.215",,,66
!CAL,1,"MSG	4212274 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,66
!CAL,1,"MSG	4212274 !CAL PCR gain ratio(x,y) = 2.136, 2.136",,,66
!CAL,1,"MSG	4212274 !CAL CR gain match(x,y) = 1.010, 1.010",,,66
!CAL,1,"MSG	4212274 !CAL Slip rotation correction OFF",,,66
!CAL,1,"MSG	4212278 !CAL CALIBRATION H3 L LEFT    GOOD ",,,66
!CAL,1,"MSG	4218836 !CAL VALIDATION H3 L LEFT  GOOD ERROR 0.29 avg. 0.44 max  OFFSET 0.29 deg. -14.2,0.0 pix.",,,66
VALIDATE,1,"MSG	4218836 VALIDATE L POINT 0  LEFT  at 512,200  OFFSET 0.44 deg.  -21.3,0.0 pix.",,,66
VALIDATE,1,"MSG	4218836 VALIDATE L POINT 1  LEFT  at 61,200  OFFSET 0.20 deg.  -9.8,0.0 pix.",,,66
VALIDATE,1,"MSG	4218836 VALIDATE L POINT 2  LEFT  at 962,200  OFFSET 0.24 deg.  -11.4,0.0 pix.",,,66
RECCFG,1,"MSG	4221201 RECCFG CR 1000 2 1 L",,,66
ELCLCFG,1,"MSG	4221201 ELCLCFG MTABLE",,,66
GAZE_COORDS,1,"MSG	4221201 GAZE_COORDS 0.00 0.00 1023.00 767.00",,,66
THRESHOLDS,1,"MSG	4221201 THRESHOLDS L 55 135",,,66
ELCL_PROC,1,"MSG	4221201 ELCL_PROC ELLIPSE  (5)",,,66
ELCL_EFIT_PARAMS,1,"MSG	4221201 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30",,,66
!MODE,1,"MSG	4221202 !MODE RECORD CR 1000 2 1 L",,,66
TRIALID,1043,"MSG	4222244 TRIALID 1",,,66
93,1637,"MSG	4222838 93",,,66
53,3153,"MSG	4224354 53",,,66
200,3809,"MSG	4225010 200",,,66
10,4754,"MSG	4225955 10",,,66
TRIAL_RESULT,5790,"MSG	4226991 TRIAL_RESULT 0",,,66
TRIALID,5790,"MSG	4226991 TRIALID 2",,,66
92,6687,"MSG	4227888 92",,,66
51,8204,"MSG	4229405 51",,,66
210,9036,"MSG	4230237 210",,,66
10,9969,"MSG	4231170 10",,,66
TRIAL_RESULT,10839,"MSG	4232040 TRIAL_RESULT 0",,,66
TRIALID,10839,"MSG	4232040 TRIALID 3",,,66
91,11654,"MSG	4232855 91",,,66
52,13171,"MSG	4234372 52",,,66
210,13568,"MSG	4234769 210",,,66
10,14504,"MSG	4235705 10",,,66
TRIAL_RESULT,15778,"MSG	4236979 TRIAL_RESULT 0",,,66
TRIALID,15778,"MSG	4236979 TRIALID 4",,,66
92,16671,"MSG	4237872 92",,,66
52,18188,"MSG	4239389 52",,,66
210,18639,"MSG	4239840 210",,,66
110,19587,"MSG	4240788 110",,,66
TRIAL_RESULT,20797,"MSG	4241998 TRIAL_RESULT 0",,,66
TRIALID,20797,"MSG	4241998 TRIALID 5",,,66
94,21321,"MSG	4242522 94",,,66
53,22838,"MSG	4244039 53",,,66
210,23443,"MSG	4244644 210",,,66
110,24355,"MSG	4245556 110",,,66
TRIAL_RESULT,25449,"MSG	4246650 TRIAL_RESULT 0",,,66
TRIALID,25449,"MSG	4246650 TRIALID 6",,,66
93,26322,"MSG	4247523 93",,,66
52,27838,"MSG	4249039 52",,,66
210,28240,"MSG	4249441 210",,,66
20,29188,"MSG	4250389 20",,,66
TRIAL_RESULT,30441,"MSG	4251642 TRIAL_RESULT 0",,,66
TRIALID,30441,"MSG	4251642 TRIALID 7",,,66
92,31136,"MSG	4252337 92",,,66
51,32655,"MSG	4253856 51",,,66
210,33267,"MSG	4254468 210",,,66
10,34205,"MSG	4255406 10",,,66
TRIAL_RESULT,35265,"MSG	4256466 TRIAL_RESULT 0",,,66
TRIALID,35265,"MSG	4256466 TRIALID 8",,,66
92,36122,"MSG	4257323 92",,,66
51,37638,"MSG	4258839 51",,,66
210,38415,"MSG	4259616 210",,,66
10,39372,"MSG	4260573 10",,,66
TRIAL_RESULT,40238,"MSG	4261439 TRIAL_RESULT 0",,,66
TRIALID,40238,"MSG	4261439 TRIALID 9",,,66
91,40922,"MSG	4262123 91",,,66
