type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	3747733 DISPLAY_COORDS 0 0 1023 767",,,11
!CAL,1,"MSG	3825889 !CAL ",,,11
!CAL,1,"MSG	3825889 !CAL Calibration points:  ",,,11
!CAL,1,"MSG	3825889 !CAL  0.0, -47.1         0,   -711   ",,,11
!CAL,1,"MSG	3825889 !CAL -13.2, -48.2     -2478,   -711   ",,,11
!CAL,1,"MSG	3825889 !CAL  15.0, -45.3      2478,   -711   ",,,11
!CAL,1,"MSG	3825889 !CAL eye check box: (L,R,T,B)",,,11
!CAL,1,"MSG	3825889 !CAL href cal range: (L,R,T,B)",,,11
!CAL,1,"MSG	3825889 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,11
!CAL,1,"MSG	3825889 !CAL Prerotate (eye, ref : cos, sin:  0.99465  0.10333       1     0",,,11
!CAL,1,"MSG	3825890 !CAL Gains: cx:177.114 lx:203.387 rx:151.054",,,11
!CAL,1,"MSG	3825890 !CAL Gains: cy:387.863 ty:387.866 by:387.863",,,11
!CAL,1,"MSG	3825890 !CAL Resolution (upd) at screen center: X=1.5, Y=0.7",,,11
!CAL,1,"MSG	3825890 !CAL Gain Change Proportion: X: 0.346 Y: 0.000",,,11
!CAL,1,"MSG	3825890 !CAL Gain Ratio (Gy/Gx) = 2.190",,,11
!CAL,1,"MSG	3825890 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,11
!CAL,1,"MSG	3825890 !CAL PCR gain ratio(x,y) = 2.536, 2.536",,,11
!CAL,1,"MSG	3825890 !CAL CR gain match(x,y) = 1.010, 1.010",,,11
!CAL,1,"MSG	3825890 !CAL Slip rotation correction OFF",,,11
!CAL,1,"MSG	3825893 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,11
!CAL,1,"MSG	3841231 !CAL VALIDATION H3 R RIGHT GOOD ERROR 0.36 avg. 0.59 max  OFFSET 0.36 deg. 17.5,0.0 pix.",,,11
VALIDATE,1,"MSG	3841231 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.59 deg.  28.6,0.0 pix.",,,11
VALIDATE,1,"MSG	3841231 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.21 deg.  9.9,0.0 pix.",,,11
VALIDATE,1,"MSG	3841231 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.22 deg.  10.5,0.0 pix.",,,11
!CAL,1,"MSG	4436621 !CAL ",,,11
!CAL,1,"MSG	4436621 !CAL Calibration points:  ",,,11
!CAL,1,"MSG	4436621 !CAL  1.2, -41.9         0,   -711   ",,,11
!CAL,1,"MSG	4436621 !CAL -11.4, -43.2     -2478,   -711   ",,,11
!CAL,1,"MSG	4436621 !CAL  14.2, -40.4      2478,   -711   ",,,11
!CAL,1,"MSG	4436621 !CAL eye check box: (L,R,T,B)",,,11
!CAL,1,"MSG	4436621 !CAL href cal range: (L,R,T,B)",,,11
!CAL,1,"MSG	4436621 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,11
!CAL,1,"MSG	4436621 !CAL Prerotate (eye, ref : cos, sin:  0.99413  0.10818       1     0",,,11
