type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	3365387 DISPLAY_COORDS 0 0 1023 767",,,73
!CAL,1,"MSG	3429848 !CAL ",,,73
!CAL,1,"MSG	3429848 !CAL Calibration points:  ",,,73
!CAL,1,"MSG	3429848 !CAL  3.2, -41.7         0,   -711   ",,,73
!CAL,1,"MSG	3429848 !CAL -10.9, -41.2     -2478,   -711   ",,,73
!CAL,1,"MSG	3429848 !CAL  17.1, -41.6      2478,   -711   ",,,73
!CAL,1,"MSG	3429859 !CAL eye check box: (L,R,T,B)",,,73
!CAL,1,"MSG	3429859 !CAL href cal range: (L,R,T,B)",,,73
!CAL,1,"MSG	3429859 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,73
!CAL,1,"MSG	3429860 !CAL Prerotate (eye, ref : cos, sin:  0.99991 -0.013663       1     0",,,73
!CAL,1,"MSG	3429860 !CAL Gains: cx:177.668 lx:175.103 rx:180.234",,,73
!CAL,1,"MSG	3429860 !CAL Gains: cy:396.928 ty:396.930 by:396.928",,,73
!CAL,1,"MSG	3429860 !CAL Resolution (upd) at screen center: X=1.5, Y=0.7",,,73
!CAL,1,"MSG	3429860 !CAL Gain Change Proportion: X: 0.029 Y: 0.000",,,73
!CAL,1,"MSG	3429860 !CAL Gain Ratio (Gy/Gx) = 2.234",,,73
!CAL,1,"MSG	3429860 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,73
!CAL,1,"MSG	3429860 !CAL PCR gain ratio(x,y) = 2.330, 2.330",,,73
!CAL,1,"MSG	3429860 !CAL CR gain match(x,y) = 1.010, 1.010",,,73
!CAL,1,"MSG	3429860 !CAL Slip rotation correction OFF",,,73
!CAL,1,"MSG	3429864 !CAL CALIBRATION H3 L LEFT    GOOD ",,,73
!CAL,1,"MSG	3437955 !CAL VALIDATION H3 L LEFT  GOOD ERROR 0.22 avg. 0.29 max  OFFSET 0.22 deg. 10.6,0.0 pix.",,,73
VALIDATE,1,"MSG	3437955 VALIDATE L POINT 0  LEFT  at 512,200  OFFSET 0.23 deg.  10.8,0.0 pix.",,,73
VALIDATE,1,"MSG	3437955 VALIDATE L POINT 1  LEFT  at 61,200  OFFSET 0.13 deg.  6.5,0.0 pix.",,,73
VALIDATE,1,"MSG	3437955 VALIDATE L POINT 2  LEFT  at 962,200  OFFSET 0.29 deg.  13.9,0.0 pix.",,,73
!CAL,1,"MSG	3974828 !CAL ",,,73
!CAL,1,"MSG	3974828 !CAL Calibration points:  ",,,73
!CAL,1,"MSG	3974828 !CAL  5.3, -40.8         0,   -711   ",,,73
!CAL,1,"MSG	3974828 !CAL -8.6, -39.1     -2478,   -711   ",,,73
!CAL,1,"MSG	3974828 !CAL  21.9, -42.3      2478,   -711   ",,,73
!CAL,1,"MSG	3974828 !CAL eye check box: (L,R,T,B)",,,73
!CAL,1,"MSG	3974828 !CAL href cal range: (L,R,T,B)",,,73
!CAL,1,"MSG	3974828 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,73
!CAL,1,"MSG	3974829 !CAL Prerotate (eye, ref : cos, sin:  0.99457 -0.10405       1     0",,,73
!CAL,1,"MSG	3974829 !CAL Gains: cx:164.157 lx:195.943 rx:132.722",,,73
!CAL,1,"MSG	3974829 !CAL Gains: cy:359.693 ty:359.691 by:359.695",,,73
!CAL,1,"MSG	3974829 !CAL Resolution (upd) at screen center: X=1.6, Y=0.7",,,73
!CAL,1,"MSG	3974829 !CAL Gain Change Proportion: X: 0.476 Y: 0.000",,,73
!CAL,1,"MSG	3974829 !CAL Gain Ratio (Gy/Gx) = 2.191",,,73
!CAL,1,"MSG	3974829 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,73
!CAL,1,"MSG	3974829 !CAL PCR gain ratio(x,y) = 2.337, 2.337",,,73
!CAL,1,"MSG	3974829 !CAL CR gain match(x,y) = 1.010, 1.010",,,73
!CAL,1,"MSG	3974829 !CAL Slip rotation correction OFF",,,73
!CAL,1,"MSG	3974833 !CAL CALIBRATION H3 L LEFT    GOOD ",,,73
!CAL,1,"MSG	3981320 !CAL ",,,73
!CAL,1,"MSG	3981320 !CAL Calibration points:  ",,,73
!CAL,1,"MSG	3981320 !CAL  4.8, -40.7         0,   -711   ",,,73
!CAL,1,"MSG	3981320 !CAL -9.5, -39.0     -2478,   -711   ",,,73
!CAL,1,"MSG	3981320 !CAL  19.7, -42.7      2478,   -711   ",,,73
!CAL,1,"MSG	3981320 !CAL eye check box: (L,R,T,B)",,,73
!CAL,1,"MSG	3981320 !CAL href cal range: (L,R,T,B)",,,73
!CAL,1,"MSG	3981320 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,73
!CAL,1,"MSG	3981320 !CAL Prerotate (eye, ref : cos, sin:  0.99211 -0.12537       1     0",,,73
!CAL,1,"MSG	3981321 !CAL Gains: cx:173.589 lx:182.372 rx:164.841",,,73
!CAL,1,"MSG	3981321 !CAL Gains: cy:374.668 ty:374.667 by:374.669",,,73
!CAL,1,"MSG	3981321 !CAL Resolution (upd) at screen center: X=1.5, Y=0.7",,,73
!CAL,1,"MSG	3981321 !CAL Gain Change Proportion: X: 0.106 Y: 0.000",,,73
