type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	2199363 DISPLAY_COORDS 0 0 1023 767",,,44
!CAL,1,"MSG	2222759 !CAL ",,,44
!CAL,1,"MSG	2222759 !CAL Calibration points:  ",,,44
!CAL,1,"MSG	2222759 !CAL  0.2, -33.0         0,   -711   ",,,44
!CAL,1,"MSG	2222759 !CAL -10.6, -33.7     -2478,   -711   ",,,44
!CAL,1,"MSG	2222760 !CAL -1.8, -36.0      2478,   -711   ",,,44
!CAL,1,"MSG	2222760 !CAL eye check box: (L,R,T,B)",,,44
!CAL,1,"MSG	2222760 !CAL href cal range: (L,R,T,B)",,,44
!CAL,1,"MSG	2222760 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,44
!CAL,1,"MSG	2222760 !CAL Prerotate (eye, ref : cos, sin:  0.99801  0.063132       1     0",,,44
!CAL,1,"MSG	2222760 !CAL Gains: cx:122.922 lx:2145.817 rx:1960.159",,,44
!CAL,1,"MSG	2222760 !CAL Gains: cy:1272.606 ty:1272.635 by:1272.581",,,44
!CAL,1,"MSG	2222760 !CAL Resolution (upd) at screen center: X=2.1, Y=0.2",,,44
!CAL,1,"MSG	2222760 !CAL Gain Change Proportion: X: 0.095 Y: 0.000",,,44
!CAL,1,"MSG	2222760 !CAL Y gain out of range",,,44
!CAL,1,"MSG	2222760 !CAL PCR gain ratio(x,y) = 2.304, 2.304",,,44
!CAL,1,"MSG	2222760 !CAL CR gain match(x,y) = 1.010, 1.010",,,44
!CAL,1,"MSG	2222761 !CAL Slip rotation correction OFF",,,44
!CAL,1,"MSG	2222764 !CAL CALIBRATION H3 L LEFT    GOOD ",,,44
!CAL,1,"MSG	2229689 !CAL VALIDATION L ABORTED",,,44
!CAL,1,"MSG	2673867 !CAL ",,,44
!CAL,1,"MSG	2673867 !CAL Calibration points:  ",,,44
!CAL,1,"MSG	2673867 !CAL  1.8, -34.6         0,   -711   ",,,44
!CAL,1,"MSG	2673867 !CAL -8.9, -35.5     -2478,   -711   ",,,44
!CAL,1,"MSG	2673868 !CAL -3.4, -32.8      2478,   -711   ",,,44
!CAL,1,"MSG	2673868 !CAL eye check box: (L,R,T,B)",,,44
