type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	2707746 DISPLAY_COORDS 0 0 1023 767",,,3
!CAL,1,"MSG	2744819 !CAL ",,,3
!CAL,1,"MSG	2744819 !CAL Calibration points:  ",,,3
!CAL,1,"MSG	2744819 !CAL  0.9, -43.0         0,   -711   ",,,3
!CAL,1,"MSG	2744819 !CAL -0.1, -43.1     -2478,   -711   ",,,3
!CAL,1,"MSG	2744819 !CAL  15.5, -43.0      2478,   -711   ",,,3
!CAL,1,"MSG	2744819 !CAL eye check box: (L,R,T,B)",,,3
!CAL,1,"MSG	2744819 !CAL href cal range: (L,R,T,B)",,,3
!CAL,1,"MSG	2744820 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,3
!CAL,1,"MSG	2744820 !CAL Prerotate (eye, ref : cos, sin:  0.99998  0.0062064       1     0",,,3
!CAL,1,"MSG	2744820 !CAL Gains: cx:175.200 lx:2845.340 rx:2495.052",,,3
!CAL,1,"MSG	2744820 !CAL Gains: cy:710.900 ty:710.900 by:710.900",,,3
!CAL,1,"MSG	2744820 !CAL Resolution (upd) at screen center: X=1.5, Y=0.4",,,3
!CAL,1,"MSG	2744820 !CAL Gain Change Proportion: X: 0.140 Y: 0.000",,,3
!CAL,1,"MSG	2744820 !CAL Gain Ratio (Gy/Gx) = 4.058",,,3
!CAL,1,"MSG	2744820 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,3
!CAL,1,"MSG	2744820 !CAL PCR gain ratio(x,y) = 2.317, 2.317",,,3
!CAL,1,"MSG	2744820 !CAL CR gain match(x,y) = 1.010, 1.010",,,3
!CAL,1,"MSG	2744820 !CAL Slip rotation correction OFF",,,3
!CAL,1,"MSG	2744824 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,3
!CAL,1,"MSG	2757226 !CAL VALIDATION R ABORTED",,,3
!CAL,1,"MSG	2777851 !CAL VALIDATION R ABORTED",,,3
!CAL,1,"MSG	2791734 !CAL VALIDATION R ABORTED",,,3
!CAL,1,"MSG	3222909 !CAL ",,,3
!CAL,1,"MSG	3222909 !CAL Calibration points:  ",,,3
!CAL,1,"MSG	3222909 !CAL  2.7, -74.8         0,   -711   ",,,3
!CAL,1,"MSG	3222909 !CAL -22.5, -73.3     -2478,   -711   ",,,3
!CAL,1,"MSG	3222909 !CAL  27.2, -72.9      2478,   -711   ",,,3
