type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	4021318 DISPLAY_COORDS 0 0 1023 767",,,25
!CAL,1,"MSG	4032742 !CAL ",,,25
!CAL,1,"MSG	4032743 !CAL Calibration points:  ",,,25
!CAL,1,"MSG	4032743 !CAL -0.8, -20.6         0,   -711   ",,,25
!CAL,1,"MSG	4032743 !CAL -6.3, -21.1     -2478,   -711   ",,,25
!CAL,1,"MSG	4032743 !CAL  99999184.0,  99999184.0      2478,   -711   ",,,25
!CAL,1,"MSG	4032743 !CAL eye check box: (L,R,T,B)",,,25
!CAL,1,"MSG	4032743 !CAL href cal range: (L,R,T,B)",,,25
!CAL,1,"MSG	4032743 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,25
!CAL,1,"MSG	4032743 !CAL Prerotate (eye, ref : cos, sin:  0.70711  0.70711       1     0",,,25
!CAL,1,"MSG	4032743 !CAL Gains: cx:0.000 lx:0.000 rx:0.000",,,25
!CAL,1,"MSG	4032743 !CAL Gains: cy:0.000 ty:0.000 by:0.000",,,25
!CAL,1,"MSG	4032743 !CAL Resolution (upd) at screen center: X=2625000.1, Y=2625000.1",,,25
!CAL,1,"MSG	4032743 !CAL PCR gain ratio(x,y) = 1.000, 1.000",,,25
!CAL,1,"MSG	4032743 !CAL CR gain match(x,y) = 1.010, 1.010",,,25
!CAL,1,"MSG	4032744 !CAL Slip rotation correction OFF",,,25
!CAL,1,"MSG	4032747 !CAL CALIBRATION H3 L LEFT   FAILED",,,25
!CAL,1,"MSG	4041837 !CAL ",,,25
!CAL,1,"MSG	4041837 !CAL Calibration points:  ",,,25
!CAL,1,"MSG	4041837 !CAL -2.3, -41.7         0,   -711   ",,,25
!CAL,1,"MSG	4041837 !CAL  9.0, -42.1     -2478,   -711   ",,,25
!CAL,1,"MSG	4041837 !CAL  10.4, -41.0      2478,   -711   ",,,25
!CAL,1,"MSG	4041837 !CAL eye check box: (L,R,T,B)",,,25
!CAL,1,"MSG	4041838 !CAL href cal range: (L,R,T,B)",,,25
!CAL,1,"MSG	4041838 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,25
!CAL,1,"MSG	4041838 !CAL Prerotate (eye, ref : cos, sin:  0.99832  0.05786       1     0",,,25
!CAL,1,"MSG	4041838 !CAL Gains: cx:656.088 lx:3956.181 rx:4907.360",,,25
!CAL,1,"MSG	4041838 !CAL Gains: cy:7752.976 ty:7752.974 by:7752.978",,,25
!CAL,1,"MSG	4041838 !CAL Resolution (upd) at screen center: X=0.4, Y=0.0",,,25
!CAL,1,"MSG	4041838 !CAL Gain Change Proportion: X: 0.240 Y: 0.000",,,25
!CAL,1,"MSG	4041838 !CAL X gain out of range",,,25
!CAL,1,"MSG	4041838 !CAL PCR gain ratio(x,y) = 2.035, 2.035",,,25
!CAL,1,"MSG	4041838 !CAL CR gain match(x,y) = 1.010, 1.010",,,25
!CAL,1,"MSG	4041838 !CAL Slip rotation correction OFF",,,25
!CAL,1,"MSG	4041842 !CAL CALIBRATION H3 L LEFT    GOOD ",,,25
!CAL,1,"MSG	4053397 !CAL VALIDATION L ABORTED",,,25
!CAL,1,"MSG	4064473 !CAL ",,,25
!CAL,1,"MSG	4064473 !CAL Calibration points:  ",,,25
!CAL,1,"MSG	4064473 !CAL -2.9, -51.1         0,   -711   ",,,25
!CAL,1,"MSG	4064473 !CAL -15.4, -52.4     -2478,   -711   ",,,25
