type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	2921295 DISPLAY_COORDS 0 0 1023 767",,,23
!CAL,1,"MSG	2953034 !CAL ",,,23
!CAL,1,"MSG	2953034 !CAL Calibration points:  ",,,23
!CAL,1,"MSG	2953034 !CAL  3.7, -35.8         0,   -711   ",,,23
!CAL,1,"MSG	2953034 !CAL -7.8, -36.5     -2478,   -711   ",,,23
!CAL,1,"MSG	2953034 !CAL  3.4, -36.0      2478,   -711   ",,,23
!CAL,1,"MSG	2953035 !CAL eye check box: (L,R,T,B)",,,23
!CAL,1,"MSG	2953035 !CAL href cal range: (L,R,T,B)",,,23
!CAL,1,"MSG	2953035 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,23
!CAL,1,"MSG	2953035 !CAL Prerotate (eye, ref : cos, sin:  0.99812  0.061329       1     0",,,23
!CAL,1,"MSG	2953035 !CAL Gains: cx:547.532 lx:9901.670 rx:10989.950",,,23
!CAL,1,"MSG	2953035 !CAL Gains: cy:988.939 ty:988.964 by:988.913",,,23
!CAL,1,"MSG	2953036 !CAL Resolution (upd) at screen center: X=0.5, Y=0.3",,,23
!CAL,1,"MSG	2953036 !CAL Gain Change Proportion: X: 0.110 Y: 0.000",,,23
!CAL,1,"MSG	2953036 !CAL X gain out of range",,,23
!CAL,1,"MSG	2953036 !CAL PCR gain ratio(x,y) = 2.387, 2.387",,,23
!CAL,1,"MSG	2953036 !CAL CR gain match(x,y) = 1.010, 1.010",,,23
!CAL,1,"MSG	2953036 !CAL Slip rotation correction OFF",,,23
!CAL,1,"MSG	2953039 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,23
!CAL,1,"MSG	2983364 !CAL VALIDATION R ABORTED",,,23
!CAL,1,"MSG	2988470 !CAL ",,,23
!CAL,1,"MSG	2988470 !CAL Calibration points:  ",,,23
!CAL,1,"MSG	2988470 !CAL  2.6, -37.5         0,   -711   ",,,23
!CAL,1,"MSG	2988470 !CAL -9.4, -38.1     -2478,   -711   ",,,23
!CAL,1,"MSG	2988470 !CAL  14.3, -35.3      2478,   -711   ",,,23
!CAL,1,"MSG	2988470 !CAL eye check box: (L,R,T,B)",,,23
!CAL,1,"MSG	2988470 !CAL href cal range: (L,R,T,B)",,,23
!CAL,1,"MSG	2988470 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,23
!CAL,1,"MSG	2988470 !CAL Prerotate (eye, ref : cos, sin:  0.993  0.11809       1     0",,,23
!CAL,1,"MSG	2988470 !CAL Gains: cx:213.984 lx:212.620 rx:215.349",,,23
!CAL,1,"MSG	2988470 !CAL Gains: cy:462.962 ty:462.962 by:462.961",,,23
!CAL,1,"MSG	2988471 !CAL Resolution (upd) at screen center: X=1.2, Y=0.6",,,23
!CAL,1,"MSG	2988471 !CAL Gain Change Proportion: X: 0.013 Y: 0.000",,,23
