type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	3101783 DISPLAY_COORDS 0 0 1023 767",,,8
!CAL,1,"MSG	3548336 !CAL ",,,8
!CAL,1,"MSG	3548336 !CAL Calibration points:  ",,,8
!CAL,1,"MSG	3548336 !CAL  1.0, -55.7         0,   -711   ",,,8
!CAL,1,"MSG	3548336 !CAL -14.0, -57.1     -2478,   -711   ",,,8
!CAL,1,"MSG	3548336 !CAL  16.8, -54.2      2478,   -711   ",,,8
!CAL,1,"MSG	3548336 !CAL eye check box: (L,R,T,B)",,,8
!CAL,1,"MSG	3548336 !CAL href cal range: (L,R,T,B)",,,8
!CAL,1,"MSG	3548337 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,8
!CAL,1,"MSG	3548337 !CAL Prerotate (eye, ref : cos, sin:  0.99575  0.092056       1     0",,,8
!CAL,1,"MSG	3548337 !CAL Gains: cx:162.783 lx:170.675 rx:154.908",,,8
!CAL,1,"MSG	3548337 !CAL Gains: cy:357.230 ty:357.230 by:357.230",,,8
!CAL,1,"MSG	3548337 !CAL Resolution (upd) at screen center: X=1.6, Y=0.7",,,8
!CAL,1,"MSG	3548337 !CAL Gain Change Proportion: X: 0.102 Y: 0.000",,,8
!CAL,1,"MSG	3548337 !CAL Gain Ratio (Gy/Gx) = 2.195",,,8
!CAL,1,"MSG	3548337 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,8
!CAL,1,"MSG	3548337 !CAL PCR gain ratio(x,y) = 3.098, 3.098",,,8
!CAL,1,"MSG	3548337 !CAL CR gain match(x,y) = 1.010, 1.010",,,8
!CAL,1,"MSG	3548337 !CAL Slip rotation correction OFF",,,8
!CAL,1,"MSG	3548341 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,8
!CAL,1,"MSG	3558441 !CAL VALIDATION H3 R RIGHT GOOD ERROR 0.34 avg. 0.60 max  OFFSET 0.25 deg. -12.3,0.0 pix.",,,8
VALIDATE,1,"MSG	3558441 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.60 deg.  -29.3,0.0 pix.",,,8
VALIDATE,1,"MSG	3558441 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.11 deg.  5.3,0.0 pix.",,,8
VALIDATE,1,"MSG	3558441 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.28 deg.  -13.5,0.0 pix.",,,8
RECCFG,1,"MSG	3560330 RECCFG CR 500 2 1 R",,,8
ELCLCFG,1,"MSG	3560330 ELCLCFG MTABLE",,,8
GAZE_COORDS,1,"MSG	3560330 GAZE_COORDS 0.00 0.00 1023.00 767.00",,,8
THRESHOLDS,1,"MSG	3560330 THRESHOLDS R 41 170",,,8
ELCL_PROC,1,"MSG	3560330 ELCL_PROC CENTROID (3)",,,8
ELCL_PCR_PARAM,1,"MSG	3560330 ELCL_PCR_PARAM 5 3.0",,,8
!MODE,1,"MSG	3560331 !MODE RECORD CR 500 2 1 R",,,8
TRIALID,519,"MSG	3561368 TRIALID 1",,,8
94,797,"MSG	3561925 94",,,8
51,1556,"MSG	3563442 51",,,8
200,1962,"MSG	3564255 200",,,8
10,2422,"MSG	3565175 10",,,8
TRIAL_RESULT,2870,"MSG	3566070 TRIAL_RESULT 0",,,8
TRIALID,2870,"MSG	3566071 TRIALID 2",,,8
93,3281,"MSG	3566892 93",,,8
52,4039,"MSG	3568408 52",,,8
200,4405,"MSG	3569140 200",,,8
10,4872,"MSG	3570075 10",,,8
TRIAL_RESULT,5347,"MSG	3571024 TRIAL_RESULT 0",,,8
TRIALID,5347,"MSG	3571025 TRIALID 3",,,8
91,5797,"MSG	3571925 91",,,8
51,6556,"MSG	3573442 51",,,8
10,7472,"MSG	3575275 10",,,8
TRIAL_RESULT,7856,"MSG	3576042 TRIAL_RESULT 0",,,8
TRIALID,7856,"MSG	3576042 TRIALID 4",,,8
94,8172,"MSG	3576675 94",,,8
52,8931,"MSG	3578192 52",,,8
210,9418,"MSG	3579166 210",,,8
10,9864,"MSG	3580058 10",,,8
TRIAL_RESULT,10247,"MSG	3580825 TRIAL_RESULT 0",,,8
TRIALID,10248,"MSG	3580826 TRIALID 5",,,8
92,10747,"MSG	3581825 92",,,8
52,11506,"MSG	3583342 52",,,8
210,11815,"MSG	3583961 210",,,8
10,12264,"MSG	3584859 10",,,8
TRIAL_RESULT,12806,"MSG	3585943 TRIAL_RESULT 0",,,8
TRIALID,12806,"MSG	3585943 TRIALID 6",,,8
92,13139,"MSG	3586609 92",,,8
51,13897,"MSG	3588125 51",,,8
10,14814,"MSG	3589959 10",,,8
TRIAL_RESULT,15197,"MSG	3590725 TRIAL_RESULT 0",,,8
TRIALID,15198,"MSG	3590726 TRIALID 7",,,8
94,15531,"MSG	3591392 94",,,8
53,16289,"MSG	3592909 53",,,8
210,16667,"MSG	3593664 210",,,8
110,17123,"MSG	3594576 110",,,8
TRIAL_RESULT,17589,"MSG	3595509 TRIAL_RESULT 0",,,8
TRIALID,17590,"MSG	3595510 TRIALID 8",,,8
91,18098,"MSG	3596526 91",,,8
52,18856,"MSG	3598042 52",,,8
200,19227,"MSG	3598784 200",,,8
10,19689,"MSG	3599709 10",,,8
TRIAL_RESULT,20160,"MSG	3600651 TRIAL_RESULT 0",,,8
TRIALID,20161,"MSG	3600652 TRIALID 9",,,8
