type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	2870126 DISPLAY_COORDS 0 0 1023 767",,,61
!CAL,1,"MSG	3055994 !CAL ",,,61
!CAL,1,"MSG	3055994 !CAL Calibration points:  ",,,61
!CAL,1,"MSG	3055994 !CAL  1.7, -28.4         0,   -711   ",,,61
!CAL,1,"MSG	3055994 !CAL -10.9, -28.9     -2478,   -711   ",,,61
!CAL,1,"MSG	3055994 !CAL  14.7, -31.8      2478,   -711   ",,,61
!CAL,1,"MSG	3055994 !CAL eye check box: (L,R,T,B)",,,61
!CAL,1,"MSG	3055994 !CAL href cal range: (L,R,T,B)",,,61
!CAL,1,"MSG	3055994 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,61
!CAL,1,"MSG	3055994 !CAL Prerotate (eye, ref : cos, sin:  0.99378 -0.11132       1     0",,,61
!CAL,1,"MSG	3055995 !CAL Gains: cx:197.002 lx:211.301 rx:182.768",,,61
!CAL,1,"MSG	3055995 !CAL Gains: cy:428.803 ty:428.802 by:428.805",,,61
!CAL,1,"MSG	3055995 !CAL Resolution (upd) at screen center: X=1.3, Y=0.6",,,61
!CAL,1,"MSG	3055995 !CAL Gain Change Proportion: X: 0.156 Y: 0.000",,,61
!CAL,1,"MSG	3055995 !CAL Gain Ratio (Gy/Gx) = 2.177",,,61
!CAL,1,"MSG	3055995 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,61
!CAL,1,"MSG	3055995 !CAL PCR gain ratio(x,y) = 2.671, 2.671",,,61
!CAL,1,"MSG	3055995 !CAL CR gain match(x,y) = 1.010, 1.010",,,61
!CAL,1,"MSG	3055995 !CAL Slip rotation correction OFF",,,61
!CAL,1,"MSG	3055999 !CAL CALIBRATION H3 L LEFT    GOOD ",,,61
!CAL,1,"MSG	3063970 !CAL VALIDATION H3 L LEFT  GOOD ERROR 0.69 avg. 1.02 max  OFFSET 0.50 deg. -24.5,0.0 pix.",,,61
VALIDATE,1,"MSG	3063971 VALIDATE L POINT 0  LEFT  at 512,200  OFFSET 0.56 deg.  -27.4,0.0 pix.",,,61
VALIDATE,1,"MSG	3063971 VALIDATE L POINT 1  LEFT  at 61,200  OFFSET 1.02 deg.  -49.5,0.0 pix.",,,61
VALIDATE,1,"MSG	3063971 VALIDATE L POINT 2  LEFT  at 962,200  OFFSET 0.33 deg.  15.9,0.0 pix.",,,61
!CAL,1,"MSG	3573941 !CAL ",,,61
!CAL,1,"MSG	3573941 !CAL Calibration points:  ",,,61
!CAL,1,"MSG	3573941 !CAL  0.5, -24.1         0,   -711   ",,,61
!CAL,1,"MSG	3573941 !CAL -13.1, -22.7     -2478,   -711   ",,,61
!CAL,1,"MSG	3573941 !CAL  12.7, -25.5      2478,   -711   ",,,61
!CAL,1,"MSG	3573941 !CAL eye check box: (L,R,T,B)",,,61
!CAL,1,"MSG	3573941 !CAL href cal range: (L,R,T,B)",,,61
!CAL,1,"MSG	3573941 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,61
!CAL,1,"MSG	3573941 !CAL Prerotate (eye, ref : cos, sin:  0.99404 -0.109       1     0",,,61
!CAL,1,"MSG	3573942 !CAL Gains: cx:196.140 lx:173.363 rx:219.078",,,61
!CAL,1,"MSG	3573942 !CAL Gains: cy:424.871 ty:424.872 by:424.868",,,61
!CAL,1,"MSG	3573942 !CAL Resolution (upd) at screen center: X=1.3, Y=0.6",,,61
!CAL,1,"MSG	3573942 !CAL Gain Change Proportion: X: 0.264 Y: 0.000",,,61
!CAL,1,"MSG	3573942 !CAL Gain Ratio (Gy/Gx) = 2.166",,,61
!CAL,1,"MSG	3573942 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,61
!CAL,1,"MSG	3573942 !CAL PCR gain ratio(x,y) = 2.630, 2.630",,,61
!CAL,1,"MSG	3573942 !CAL CR gain match(x,y) = 1.010, 1.010",,,61
!CAL,1,"MSG	3573942 !CAL Slip rotation correction OFF",,,61
!CAL,1,"MSG	3573946 !CAL CALIBRATION H3 L LEFT    GOOD ",,,61
!CAL,1,"MSG	3579084 !CAL VALIDATION H3 L LEFT  GOOD ERROR 0.65 avg. 0.95 max  OFFSET 0.65 deg. -31.5,0.0 pix.",,,61
VALIDATE,1,"MSG	3579084 VALIDATE L POINT 0  LEFT  at 512,200  OFFSET 0.95 deg.  -46.1,0.0 pix.",,,61
VALIDATE,1,"MSG	3579084 VALIDATE L POINT 1  LEFT  at 61,200  OFFSET 0.08 deg.  -3.7,0.0 pix.",,,61
VALIDATE,1,"MSG	3579084 VALIDATE L POINT 2  LEFT  at 962,200  OFFSET 0.64 deg.  -30.8,0.0 pix.",,,61
RECCFG,1,"MSG	3581576 RECCFG CR 1000 2 1 L",,,61
ELCLCFG,1,"MSG	3581576 ELCLCFG MTABLE",,,61
GAZE_COORDS,1,"MSG	3581576 GAZE_COORDS 0.00 0.00 1023.00 767.00",,,61
THRESHOLDS,1,"MSG	3581576 THRESHOLDS L 40 125",,,61
ELCL_PROC,1,"MSG	3581576 ELCL_PROC CENTROID (3)",,,61
ELCL_PCR_PARAM,1,"MSG	3581576 ELCL_PCR_PARAM 5 3.0",,,61
!MODE,1,"MSG	3581577 !MODE RECORD CR 1000 2 1 L",,,61
TRIALID,1059,"MSG	3582635 TRIALID 1",,,61
94,2072,"MSG	3583648 94",,,61
51,3591,"MSG	3585167 51",,,61
210,4364,"MSG	3585940 210",,,61
10,5290,"MSG	3586866 10",,,61
TRIAL_RESULT,6221,"MSG	3587797 TRIAL_RESULT 0",,,61
TRIALID,6223,"MSG	3587799 TRIALID 2",,,61
91,7042,"MSG	3588618 91",,,61
53,8557,"MSG	3590133 53",,,61
210,9061,"MSG	3590637 210",,,61
10,10024,"MSG	3591600 10",,,61
TRIAL_RESULT,11204,"MSG	3592780 TRIAL_RESULT 0",,,61
TRIALID,11205,"MSG	3592781 TRIALID 3",,,61
91,11891,"MSG	3593467 91",,,61
52,13408,"MSG	3594984 52",,,61
210,14172,"MSG	3595748 210",,,61
10,15074,"MSG	3596650 10",,,61
TRIAL_RESULT,16008,"MSG	3597584 TRIAL_RESULT 0",,,61
TRIALID,16008,"MSG	3597584 TRIALID 4",,,61
91,16841,"MSG	3598417 91",,,61
53,18358,"MSG	3599934 53",,,61
210,18942,"MSG	3600518 210",,,61
20,19908,"MSG	3601484 20",,,61
TRIAL_RESULT,20968,"MSG	3602544 TRIAL_RESULT 0",,,61
