type,sample,value,offset,duration,subject
DISPLAY_COORDS,1,"MSG	2066994 DISPLAY_COORDS 0 0 1023 767",,,65
!CAL,1,"MSG	2095929 !CAL ",,,65
!CAL,1,"MSG	2095929 !CAL Calibration points:  ",,,65
!CAL,1,"MSG	2095929 !CAL -6.6, -37.7         0,   -711   ",,,65
!CAL,1,"MSG	2095929 !CAL -20.1, -38.0     -2478,   -711   ",,,65
!CAL,1,"MSG	2095929 !CAL  8.9, -38.5      2478,   -711   ",,,65
!CAL,1,"MSG	2095930 !CAL eye check box: (L,R,T,B)",,,65
!CAL,1,"MSG	2095930 !CAL href cal range: (L,R,T,B)",,,65
!CAL,1,"MSG	2095930 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,65
!CAL,1,"MSG	2095930 !CAL Prerotate (eye, ref : cos, sin:  0.99985 -0.017527       1     0",,,65
!CAL,1,"MSG	2095930 !CAL Gains: cx:169.922 lx:196.774 rx:143.077",,,65
!CAL,1,"MSG	2095930 !CAL Gains: cy:381.388 ty:381.388 by:381.387",,,65
!CAL,1,"MSG	2095930 !CAL Resolution (upd) at screen center: X=1.5, Y=0.7",,,65
!CAL,1,"MSG	2095930 !CAL Gain Change Proportion: X: 0.375 Y: 0.000",,,65
!CAL,1,"MSG	2095930 !CAL Gain Ratio (Gy/Gx) = 2.244",,,65
!CAL,1,"MSG	2095930 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,65
!CAL,1,"MSG	2095931 !CAL PCR gain ratio(x,y) = 2.292, 2.292",,,65
!CAL,1,"MSG	2095931 !CAL CR gain match(x,y) = 1.010, 1.010",,,65
!CAL,1,"MSG	2095931 !CAL Slip rotation correction OFF",,,65
!CAL,1,"MSG	2095934 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,65
!CAL,1,"MSG	2101603 !CAL VALIDATION H3 R RIGHT GOOD ERROR 0.12 avg. 0.43 max  OFFSET 0.06 deg. -2.9,0.0 pix.",,,65
VALIDATE,1,"MSG	2101603 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 0.04 deg.  2.0,0.0 pix.",,,65
VALIDATE,1,"MSG	2101603 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.43 deg.  -20.8,0.0 pix.",,,65
VALIDATE,1,"MSG	2101604 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.09 deg.  -4.6,0.0 pix.",,,65
!CAL,1,"MSG	2546829 !CAL ",,,65
!CAL,1,"MSG	2546829 !CAL Calibration points:  ",,,65
!CAL,1,"MSG	2546829 !CAL  4.4, -35.3         0,   -711   ",,,65
!CAL,1,"MSG	2546829 !CAL -20.2, -33.9     -2478,   -711   ",,,65
!CAL,1,"MSG	2546829 !CAL  8.5, -35.0      2478,   -711   ",,,65
!CAL,1,"MSG	2546829 !CAL eye check box: (L,R,T,B)",,,65
!CAL,1,"MSG	2546829 !CAL href cal range: (L,R,T,B)",,,65
!CAL,1,"MSG	2546830 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,65
!CAL,1,"MSG	2546830 !CAL Prerotate (eye, ref : cos, sin:  0.99917 -0.040715       1     0",,,65
!CAL,1,"MSG	2546830 !CAL Gains: cx:191.417 lx:421.572 rx:802.969",,,65
!CAL,1,"MSG	2546830 !CAL Gains: cy:386.429 ty:386.430 by:386.427",,,65
!CAL,1,"MSG	2546830 !CAL Resolution (upd) at screen center: X=1.4, Y=0.7",,,65
!CAL,1,"MSG	2546830 !CAL Gain Change Proportion: X: 0.905 Y: 0.000",,,65
!CAL,1,"MSG	2546830 !CAL Gain Ratio (Gy/Gx) = 2.019",,,65
!CAL,1,"MSG	2546830 !CAL Cross-Gain Ratios: X=0.000, Y=0.000 ",,,65
!CAL,1,"MSG	2546830 !CAL PCR gain ratio(x,y) = 2.154, 2.154",,,65
!CAL,1,"MSG	2546830 !CAL CR gain match(x,y) = 1.010, 1.010",,,65
!CAL,1,"MSG	2546830 !CAL Slip rotation correction OFF",,,65
!CAL,1,"MSG	2546834 !CAL CALIBRATION H3 R RIGHT   GOOD ",,,65
!CAL,1,"MSG	2555342 !CAL VALIDATION H3 R RIGHT POOR ERROR 9.11 avg. 13.66 max  OFFSET 9.10 deg. -455.3,0.0 pix.",,,65
VALIDATE,1,"MSG	2555342 VALIDATE R 4POINT 0 RIGHT  at 512,200  OFFSET 13.66 deg.  -683.0,0.0 pix.",,,65
VALIDATE,1,"MSG	2555343 VALIDATE R 4POINT 1 RIGHT  at 61,200  OFFSET 0.02 deg.  -0.8,0.0 pix.",,,65
VALIDATE,1,"MSG	2555343 VALIDATE R 4POINT 2 RIGHT  at 962,200  OFFSET 0.01 deg.  0.6,0.0 pix.",,,65
!CAL,1,"MSG	2564244 !CAL ",,,65
!CAL,1,"MSG	2564244 !CAL Calibration points:  ",,,65
!CAL,1,"MSG	2564244 !CAL -6.4, -35.1         0,   -711   ",,,65
!CAL,1,"MSG	2564244 !CAL -18.4, -34.9     -2478,   -711   ",,,65
!CAL,1,"MSG	2564244 !CAL  8.6, -35.3      2478,   -711   ",,,65
!CAL,1,"MSG	2564245 !CAL eye check box: (L,R,T,B)",,,65
!CAL,1,"MSG	2564245 !CAL href cal range: (L,R,T,B)",,,65
!CAL,1,"MSG	2564245 !CAL Cal coeff:(X=a+bx+dxx,Y=f+goaly)",,,65
!CAL,1,"MSG	2564245 !CAL Prerotate (eye, ref : cos, sin:  0.9999 -0.014176       1     0",,,65
!CAL,1,"MSG	2564245 !CAL Gains: cx:182.594 lx:232.303 rx:132.898",,,65
