subid,vers,block,trial,rewlvl,efflvl,congruency,targetresp,distractorresp,rollingefflvl,resp,rt,acc,fast,accrt,isrewarded,ismiss,runavgrrgen,runavgrrcond,zrt,acczrt,rtthreshold,isdisterror,isranderror,congruence,feedback,fcz_resp_theta,fcz_resp_theta_baseline
34,104,1,1,-0.5,-0.5,0.5,3,4,0.3,3,875,1,0,875,0,0,0,0,1.36734283486524,1.36734283486524,750,0,0,incongruent,0,647.272378271722,1508.81047473367
34,104,1,2,0.5,-0.5,0,4,NaN,0.3,4,635,1,1,635,1,0,0,NaN,-0.377580319867342,-0.377580319867342,750,0,0,neutral,1,952.293033077033,2057.05249979653
34,104,1,3,0.5,0.5,-0.5,2,2,0.3,1,725,0,1,NaN,0,0,0.4,NaN,0.276765863157378,NaN,750,0,1,congruent,0,1693.30658843298,3397.40808084288
34,104,1,4,-0.5,-0.5,0,3,NaN,0.2,2,704,0,1,NaN,0,0,0.4,0,0.124085087118277,NaN,750,0,1,neutral,0,719.838381482845,1195.84036702202
34,104,1,5,0.5,-0.5,-0.5,2,2,0.2,2,722,1,1,722,1,0,0.4,NaN,0.25495432372322,0.25495432372322,750,1,0,congruent,1,1253.26757426876,2357.21576400094
34,104,1,6,0.5,0.5,0.5,3,4,0.2,3,932,1,0,932,0,0,0.8,NaN,1.78176208411423,1.78176208411423,750,0,0,incongruent,0,2920.99558833573,1889.40852192532
34,104,1,7,0.5,-0.5,0.5,4,1,0.2,3,821,0,0,NaN,0,0,0.8,NaN,0.974735125050412,NaN,750,0,1,incongruent,0,2351.80727143887,2103.42364011498
34,104,1,8,0.5,0.5,-0.5,2,2,0.2,1,897,0,0,NaN,0,0,0.4,NaN,1.52729412404906,NaN,750,0,1,congruent,0,615.579502803095,905.808078793795
34,104,1,9,0.5,0.5,0,3,NaN,0.2,4,678,0,1,NaN,0,0,0.4,NaN,-0.0649482546444203,NaN,750,0,1,neutral,0,1255.67295342353,672.739177230454
34,104,1,11,0.5,-0.5,0.5,1,4,0.1,1,798,1,0,798,0,0,0,NaN,0.807513322721873,0.807513322721873,750,0,0,incongruent,0,1132.75266718479,1371.21811588747
34,104,1,12,-0.5,-0.5,0.5,4,3,0.1,2,959,0,0,NaN,0,0,0,0,1.97806593902165,NaN,750,0,1,incongruent,0,2876.56187735132,1691.96615863721
34,104,1,13,-0.5,0.5,0,3,NaN,0.1,2,867,0,0,NaN,0,0,0,0,1.30917872970749,NaN,750,0,1,neutral,0,1408.43795198506,2151.27065896985
34,104,1,14,0.5,0.5,0.5,2,4,0,1,774,0,0,NaN,0,0,0,NaN,0.633021007248614,NaN,750,0,1,incongruent,0,5326.15019775708,2573.5700158228
34,104,1,15,-0.5,-0.5,-0.5,3,3,0,4,863,0,0,NaN,0,0,0,0,1.28009667712861,NaN,750,0,1,congruent,0,1087.59882277238,2810.56555554146
34,104,1,16,0.5,0.5,0,1,NaN,0,2,825,0,0,NaN,0,0,0,NaN,1.00381717762929,NaN,750,0,1,neutral,0,3415.58700259423,3170.47474575626
34,104,1,17,-0.5,-0.5,0.5,3,4,0,3,983,1,0,983,0,0,0,0,2.15255825449491,2.15255825449491,750,0,0,incongruent,0,1734.11586774917,1377.27060056649
34,104,1,18,0.5,0.5,0.5,4,2,0,4,890,1,0,890,0,0,0,NaN,1.47640053203603,1.47640053203603,750,0,0,incongruent,0,698.311347913331,2927.379048976
