subid,vers,block,trial,rewlvl,efflvl,congruency,targetresp,distractorresp,rollingefflvl,resp,rt,acc,fast,accrt,isrewarded,ismiss,runavgrrgen,runavgrrcond,zrt,acczrt,rtthreshold,isdisterror,isranderror,congruence,feedback,fcz_resp_theta,fcz_resp_theta_baseline
9,104,1,1,0.5,-0.5,0.5,4,3,0.3,3,719,0,1,NaN,0,0,0,NaN,1.4761057215275,NaN,750,1,0,incongruent,0,2087.40076318889,2080.18295466009
9,104,1,2,-0.5,0.5,0.5,2,1,0.3,1,468,0,1,NaN,0,0,0,0,-0.686101231248471,NaN,750,1,0,incongruent,0,964.798045000645,4664.98240517762
9,104,1,3,0.5,-0.5,0,3,NaN,0.2,1,630,0,1,NaN,0,0,0,NaN,0.709426762176656,NaN,750,0,1,neutral,0,4290.32065953855,2052.0003119517
9,104,1,4,0.5,0.5,-0.5,1,1,0.2,1,513,1,1,513,1,0,0,NaN,-0.298454566408158,-0.298454566408158,750,1,0,congruent,1,1202.07695060109,3810.57934751566
9,104,1,5,0.5,0.5,0.5,2,3,0.4,3,728,0,1,NaN,0,0,0.4,NaN,1.55363505449556,NaN,750,1,0,incongruent,0,7392.83911129699,13688.6295667418
9,104,1,6,0.5,0.5,0,4,NaN,0.3,4,456,1,1,456,1,0,0.4,NaN,-0.789473675205888,-0.789473675205888,750,0,0,neutral,1,1135.4038097469,1661.20443582514
9,104,1,7,0.5,-0.5,-0.5,2,2,0.5,2,610,1,1,610,0,0,0.8,NaN,0.537139355580962,0.537139355580962,750,1,0,congruent,0,1512.54589282063,2538.43887914352
9,104,1,8,0.5,0.5,-0.5,3,3,0.5,3,412,1,1,412,1,0,0.8,NaN,-1.16850596971642,-1.16850596971642,750,1,0,congruent,1,8552.39431921852,3370.63995523546
9,104,1,9,-0.5,-0.5,0,4,NaN,0.6,4,418,1,1,418,1,0,1.2,0,-1.11681974773771,-1.11681974773771,750,0,0,neutral,0.1,3967.81011492984,3126.94449096798
9,104,1,10,-0.5,-0.5,-0.5,1,1,0.6,1,523,1,1,523,1,0,1,0.2,-0.21231086311031,-0.21231086311031,750,1,0,congruent,0.1,1759.62412708236,2945.41944968873
9,104,1,11,-0.5,0.5,0,3,NaN,0.6,3,684,1,1,684,1,0,1.2,0,1.17460275998503,1.17460275998503,750,0,0,neutral,0.1,570.182870104118,9253.57119700317
9,104,1,12,-0.5,0.5,-0.5,4,4,0.8,4,555,1,1,555,1,0,1,0.2,0.0633489874428012,0.0633489874428012,750,1,0,congruent,0.1,1874.42930716224,1303.46180902653
9,104,1,13,0.5,0.5,0.5,2,3,0.8,3,549,0,1,NaN,0,0,1.2,NaN,0.0116627654640928,NaN,750,1,0,incongruent,0,2445.34000794201,931.341166434641
9,104,1,14,0.5,-0.5,0,4,NaN,0.8,4,534,1,1,534,1,0,0.8,NaN,-0.117552789482678,-0.117552789482678,750,0,0,neutral,1,2604.04213851092,2126.64254958698
9,104,1,15,-0.5,-0.5,0.5,3,1,0.8,1,601,0,1,NaN,1,0,1,0.4,0.459610022612899,NaN,750,1,0,incongruent,0.1,2495.4164392558,5131.71801992065
9,104,1,16,0.5,0.5,0.5,1,2,0.8,2,321,0,1,NaN,0,0,1,NaN,-1.95241366972683,NaN,750,1,0,incongruent,0,3086.03059814734,986.157975290744
9,104,1,17,-0.5,0.5,0,4,NaN,0.6,4,500,1,1,500,1,0,0.8,0.4,-0.410441380695359,-0.410441380695359,750,0,0,neutral,0.1,4042.12143615475,5175.25112548772
9,104,1,18,0.5,-0.5,0.5,2,1,0.6,1,518,0,1,NaN,0,0,0.8,NaN,-0.255382714759234,NaN,750,1,0,incongruent,0,1101.62992115764,2990.51393104694
9,104,1,19,-0.5,0.5,-0.5,4,4,0.6,4,611,1,1,611,1,0,0.8,0.6,0.545753725910746,0.545753725910746,750,1,0,congruent,0.1,3641.68111766737,4049.09027070891
9,104,1,20,-0.5,-0.5,0,1,NaN,0.6,1,717,1,1,717,0,0,0.6,0.6,1.45887698086793,1.45887698086793,750,0,0,neutral,0,3089.91749671668,5998.65225192028
9,104,1,21,-0.5,-0.5,-0.5,2,2,0.6,2,414,1,1,414,1,0,0.4,0.6,-1.15127722905685,-1.15127722905685,750,1,0,congruent,0.1,1703.82873559752,1698.70571724116
9,104,1,22,-0.5,0.5,0.5,3,1,0.6,1,576,0,1,NaN,0,0,0.6,0.8,0.244250764368281,NaN,750,1,0,incongruent,0,1432.91799999994,1090.69427157315
9,104,1,23,-0.5,-0.5,-0.5,4,4,0.4,4,415,1,1,415,0,0,0.4,0.8,-1.14266285872706,-1.14266285872706,750,1,0,congruent,0,6831.77450618168,2731.89347248509
9,104,1,24,0.5,-0.5,0.5,1,3,0.4,3,723,0,1,NaN,0,0,0.4,NaN,1.51056320284664,NaN,750,1,0,incongruent,0,1924.69378655317,3066.3908535978
9,104,1,25,0.5,-0.5,0,3,NaN,0.4,3,583,1,1,583,0,0,0.2,NaN,0.304551356676774,0.304551356676774,750,0,0,neutral,0,4595.9541151078,2303.11229298229
9,104,1,26,-0.5,0.5,-0.5,1,1,0.4,1,497,1,1,497,1,0,0.2,0.8,-0.436284491684714,-0.436284491684714,750,1,0,congruent,0.1,2248.77532877365,5947.09149839701
9,104,1,27,-0.5,-0.5,0,3,NaN,0.6,3,584,1,1,584,1,0,0.2,0.6,0.313165727006559,0.313165727006559,750,0,0,neutral,0.1,1791.40908120296,3459.14111240583
9,104,1,28,0.5,-0.5,0.5,2,4,0.6,4,773,0,0,NaN,1,0,0.4,NaN,1.94128171933587,NaN,750,1,0,incongruent,1,6610.02638010851,4892.26248482177
9,104,1,29,0.5,-0.5,0,3,NaN,0.6,3,667,1,1,667,1,0,0.8,NaN,1.02815846437869,1.02815846437869,750,0,0,neutral,1,1546.31270490292,2280.31800569514
9,104,1,30,0.5,-0.5,-0.5,2,2,0.6,2,665,1,1,665,0,0,1.2,NaN,1.01092972371912,1.01092972371912,750,1,0,congruent,0,1320.27239365075,11044.3790148711
9,104,1,31,0.5,-0.5,0,4,NaN,0.6,4,577,1,1,577,1,0,1.2,NaN,0.252865134698065,0.252865134698065,750,0,0,neutral,1,6800.56472408569,2518.82529559483
9,104,1,32,-0.5,-0.5,-0.5,2,2,0.6,2,540,1,1,540,0,0,1.4,0.6,-0.0658665675039699,-0.0658665675039699,750,1,0,congruent,0,7235.35476428872,2708.66432108308
9,104,1,33,0.5,-0.5,0.5,3,1,0.6,1,447,0,1,NaN,1,0,1.2,NaN,-0.86700300817395,NaN,750,1,0,incongruent,1,7848.48780744531,3404.5931136178
9,104,1,34,0.5,-0.5,0,4,NaN,0.6,4,551,1,1,551,1,0,1.2,NaN,0.0288915061236622,0.0288915061236622,750,0,0,neutral,1,1706.73800111797,1082.7069314165
9,104,1,35,0.5,-0.5,-0.5,3,3,0.6,3,521,1,1,521,0,0,1.2,NaN,-0.22953960376988,-0.22953960376988,750,1,0,congruent,0,18046.5027482864,2738.32702600416
9,104,1,36,0.5,-0.5,0,2,NaN,0.6,2,514,1,1,514,1,0,1.2,NaN,-0.289840196078373,-0.289840196078373,750,0,0,neutral,1,989.206885655316,1779.56522145613
9,104,1,37,0.5,0.5,-0.5,3,3,0.6,3,547,1,1,547,1,0,1.2,NaN,-0.00556597519547671,-0.00556597519547671,750,1,0,congruent,1,2204.44511312305,2227.04976019487
9,104,1,38,0.5,0.5,0.5,4,1,0.8,1,487,0,1,NaN,0,0,1.6,NaN,-0.522428194982561,NaN,750,1,0,incongruent,0,2251.11877532315,1443.87658033335
9,104,1,39,-0.5,-0.5,0,2,NaN,0.6,2,655,1,1,655,1,0,1.2,0.4,0.924786020421275,0.924786020421275,750,0,0,neutral,0.1,3568.26130504062,2057.68523165805
9,104,1,40,0.5,-0.5,0.5,4,3,0.6,2,744,0,1,NaN,1,0,1,NaN,1.69146497977212,NaN,750,0,1,incongruent,1,5807.2840074317,2479.70998704494
9,104,1,41,-0.5,0.5,0.5,3,1,0.6,1,462,0,1,NaN,0,0,1.4,0.8,-0.737787453227179,NaN,750,1,0,incongruent,0,1890.19854894334,5833.65817450299
9,104,1,42,0.5,-0.5,0.5,2,3,0.4,2,727,1,1,727,0,0,1,NaN,1.54502068416578,1.54502068416578,750,0,0,incongruent,0,5958.69378106053,2419.36532565651
9,104,1,43,0.5,-0.5,0,4,NaN,0.4,4,494,1,1,494,1,0,0.6,NaN,-0.462127602674068,-0.462127602674068,750,0,0,neutral,1,1786.07456470231,2804.99639459545
9,104,1,44,0.5,-0.5,-0.5,1,1,0.4,1,605,1,1,605,1,0,1,NaN,0.494067503932038,0.494067503932038,750,1,0,congruent,1,1458.93669330664,6932.01648434411
9,104,1,45,0.5,-0.5,-0.5,2,2,0.4,2,378,1,1,378,1,0,1.2,NaN,-1.4613945609291,-1.4613945609291,750,1,0,congruent,1,4684.81634430426,1287.75639253155
9,104,1,46,0.5,0.5,-0.5,3,3,0.4,3,483,1,1,483,1,0,1.2,NaN,-0.5568856763017,-0.5568856763017,750,1,0,congruent,1,2089.09013975391,1676.65801769236
9,104,1,47,0.5,0.5,0,1,NaN,0.6,1,570,1,1,570,1,0,1.6,NaN,0.192564542389572,0.192564542389572,750,0,0,neutral,1,2287.0953879426,1760.61319809512
9,104,1,48,-0.5,0.5,-0.5,3,3,0.6,3,644,1,1,644,1,0,2,0.6,0.830027946793643,0.830027946793643,750,1,0,congruent,0.1,3020.20026418129,2649.06315254674
