subid,vers,block,trial,rewlvl,efflvl,congruency,targetresp,distractorresp,rollingefflvl,resp,rt,acc,fast,accrt,isrewarded,ismiss,runavgrrgen,runavgrrcond,zrt,acczrt,rtthreshold,isdisterror,isranderror,congruence,feedback,fcz_resp_theta,fcz_resp_theta_baseline
53,104,1,1,-0.5,-0.5,0,3,NaN,0.5,3,850,1,0,850,1,0,0,0,1.81652460637047,1.81652460637047,750,0,0,neutral,0.1,6797.96670531453,2356.98401834737
53,104,1,2,-0.5,0.5,-0.5,4,4,0.5,4,317,1,1,317,1,0,0.2,0,-1.61173833886718,-1.61173833886718,750,1,0,congruent,0.1,2669.88467289522,2145.49736791439
53,104,1,3,0.5,-0.5,-0.5,1,1,0.6,2,661,0,1,NaN,0,0,0.4,NaN,0.600874143612651,NaN,750,0,1,congruent,0,6669.10753329462,4125.02582085663
53,104,1,4,-0.5,-0.5,-0.5,3,3,0.6,3,561,1,1,561,0,0,0.4,0.2,-0.0423271594338117,-0.0423271594338117,750,1,0,congruent,0,4835.06353989397,2696.77507587303
53,104,1,5,-0.5,0.5,0.5,2,1,0.6,2,828,1,0,828,0,0,0.4,0.2,1.67502031970024,1.67502031970024,750,0,0,incongruent,0,7989.94945104398,2635.20961528976
53,104,1,6,-0.5,-0.5,-0.5,3,3,0.5,3,692,1,1,692,1,0,0.4,0.2,0.800266547557055,0.800266547557055,750,1,0,congruent,0.1,3991.56527257831,2660.29159208001
53,104,1,7,0.5,-0.5,0.5,4,2,0.5,1,706,0,1,NaN,1,0,0.4,NaN,0.89031472998356,NaN,750,0,1,incongruent,1,6166.35426991014,1460.7399449297
53,104,1,8,0.5,0.5,-0.5,1,1,0.5,1,605,1,1,605,1,0,0.6,NaN,0.240681413906632,0.240681413906632,750,1,0,congruent,1,8465.90521712508,3242.94103661782
53,104,1,9,-0.5,0.5,0.5,4,3,0.6,4,903,1,0,903,0,0,1,0.2,2.15742129698509,2.15742129698509,750,0,0,incongruent,0,3543.57647030558,13367.8566757604
53,104,1,10,0.5,-0.5,0.5,3,1,0.5,3,768,1,0,768,1,0,1,NaN,1.28909953787237,1.28909953787237,750,0,0,incongruent,1,1550.60613855021,2121.24808936394
53,104,1,12,-0.5,-0.5,0,3,NaN,0.5,3,620,1,1,620,0,0,1.2,0.4,0.337161609363601,0.337161609363601,750,0,0,neutral,0,1958.3408829475,1987.87239060475
53,104,1,13,-0.5,-0.5,-0.5,4,4,0.5,4,337,1,1,337,0,0,0.8,0.4,-1.48309807825789,-1.48309807825789,750,1,0,congruent,0,3859.87310874691,1303.74894501302
53,104,1,14,-0.5,-0.5,0.5,3,1,0.5,3,544,1,1,544,1,0,0.4,0.4,-0.15167138095171,-0.15167138095171,750,0,0,incongruent,0.1,6744.44730306821,2401.77783640254
53,104,1,15,-0.5,0.5,0,2,NaN,0.5,2,827,1,0,827,0,0,0.6,0.2,1.66858830666978,1.66858830666978,750,0,0,neutral,0,1082.50442881522,3133.24459110545
53,104,1,16,-0.5,-0.5,-0.5,4,4,0.4,4,467,1,1,467,0,0,0.2,0.4,-0.646936384297487,-0.646936384297487,750,1,0,congruent,0,4633.59925588584,926.838952462418
53,104,1,17,0.5,-0.5,0,3,NaN,0.4,3,481,1,1,481,0,0,0.2,NaN,-0.556888201870982,-0.556888201870982,750,0,0,neutral,0,5911.23729508785,1453.39205150061
53,104,1,18,-0.5,0.5,-0.5,2,2,0.4,3,638,0,1,NaN,0,0,0.2,0.2,0.452937843911965,NaN,750,0,1,congruent,0,9101.96134817116,4719.26291010425
53,104,1,19,0.5,-0.5,0,3,NaN,0.2,3,666,1,1,666,1,0,0.2,NaN,0.633034208764975,0.633034208764975,750,0,0,neutral,1,3078.43384033059,2217.36221126569
53,104,1,20,0.5,0.5,-0.5,2,2,0.2,2,589,1,1,589,1,0,0.4,NaN,0.137769205419198,0.137769205419198,750,1,0,congruent,1,1438.49286444242,3719.00399970456
53,104,1,21,-0.5,-0.5,0.5,1,3,0.4,3,959,0,0,NaN,0,0,0.8,0.4,2.51761402669111,NaN,750,1,0,incongruent,0,973.448730579216,15594.8256974712
53,104,1,22,0.5,-0.5,-0.5,4,4,0.4,4,700,1,1,700,0,0,0.8,NaN,0.851722651800772,0.851722651800772,750,1,0,congruent,0,11718.845346963,1724.098010639
53,104,1,23,-0.5,-0.5,-0.5,3,3,0.4,3,505,1,1,505,0,0,0.8,0.2,-0.402519889139831,-0.402519889139831,750,1,0,congruent,0,2899.24317264011,2023.25994481165
53,104,1,24,-0.5,0.5,-0.5,4,4,0.4,4,580,1,1,580,1,0,0.8,0.2,0.0798810881450162,0.0798810881450162,750,1,0,congruent,0.1,3914.42324801633,9648.76570609089
53,104,1,25,-0.5,-0.5,-0.5,2,2,0.4,2,713,1,1,713,0,0,0.6,0.2,0.935338821196812,0.935338821196812,750,1,0,congruent,0,5400.42456463277,3012.92354354832
53,104,1,26,0.5,-0.5,-0.5,1,1,0.4,1,744,1,1,744,0,0,0.2,NaN,1.13473122514122,1.13473122514122,750,1,0,congruent,0,1122.44946257276,3212.91762209705
53,104,1,27,0.5,0.5,-0.5,2,2,0.4,2,582,1,1,582,1,0,0.2,NaN,0.0927451142059455,0.0927451142059455,750,1,0,congruent,1,2077.18861040261,2797.7370308737
53,104,1,28,0.5,-0.5,0,3,NaN,0.6,3,801,1,0,801,0,0,0.6,NaN,1.5013559678777,1.5013559678777,750,0,0,neutral,0,7480.44527092445,2162.05390614683
53,104,1,29,-0.5,-0.5,-0.5,1,1,0.6,1,702,1,1,702,0,0,0.6,0.2,0.864586677861701,0.864586677861701,750,1,0,congruent,0,1013.85361246991,1492.06330692683
53,104,1,30,0.5,0.5,0,2,NaN,0.6,2,657,1,1,657,1,0,0.4,NaN,0.575146091490793,0.575146091490793,750,0,0,neutral,1,677.262404076132,2699.73265155015
53,104,1,31,-0.5,-0.5,0.5,1,2,0.8,4,998,0,0,NaN,0,0,0.8,0,2.76846253487923,NaN,750,0,1,incongruent,0,19609.8127729773,4522.59466054793
53,104,1,32,-0.5,0.5,0,3,NaN,0.8,3,666,1,1,666,1,0,0.8,0.2,0.633034208764975,0.633034208764975,750,0,0,neutral,0.1,10135.3769901067,3437.72146730773
53,104,1,33,0.5,0.5,0.5,2,3,1,3,924,0,0,NaN,0,0,0.6,NaN,2.29249357062485,NaN,750,1,0,incongruent,0,6302.74989139149,3728.90632433586
53,104,1,34,0.5,-0.5,-0.5,4,4,0.8,4,624,1,1,624,1,0,0.6,NaN,0.36288966148546,0.36288966148546,750,1,0,congruent,1,3841.90373911683,3786.64272913248
53,104,1,35,-0.5,0.5,-0.5,1,1,0.8,1,822,1,0,822,0,0,1,0.4,1.63642824151746,1.63642824151746,750,1,0,congruent,0,2933.49429080006,3354.77218805733
53,104,1,36,0.5,0.5,0.5,2,4,0.6,4,645,0,1,NaN,0,0,0.6,NaN,0.497961935125217,NaN,750,1,0,incongruent,0,2700.01741100838,2066.98045408989
53,104,1,37,-0.5,0.5,-0.5,3,3,0.4,3,612,1,1,612,1,0,0.6,0.4,0.285705505119884,0.285705505119884,750,1,0,congruent,0.1,7804.29430858167,11401.5668226687
53,104,1,38,0.5,0.5,-0.5,2,2,0.4,2,811,1,0,811,0,0,0.6,NaN,1.56567609818235,1.56567609818235,750,1,0,congruent,0,1546.43244367154,481.502045864226
53,104,1,39,0.5,-0.5,0.5,4,3,0.2,3,740,0,1,NaN,1,0,0.6,NaN,1.10900317301936,NaN,750,1,0,incongruent,1,4484.30056459626,5772.55444495364
53,104,1,40,-0.5,0.5,0,3,NaN,0.2,2,725,0,1,NaN,0,0,0.6,0.6,1.01252297756239,NaN,750,0,1,neutral,0,12730.4888420188,11099.4726638953
53,104,1,42,-0.5,-0.5,0,3,NaN,0.2,3,551,1,1,551,0,0,0.6,0,-0.106647289738458,-0.106647289738458,750,0,0,neutral,0,2301.13201993752,1052.90713945431
53,104,1,44,-0.5,-0.5,0.5,4,3,0.2,3,844,0,0,NaN,1,0,0.6,0.2,1.77793252818768,NaN,750,1,0,incongruent,0.1,1556.39769194095,6322.42349488263
53,104,1,45,0.5,0.5,0,1,NaN,0.2,1,859,1,0,859,0,0,0.4,NaN,1.87441272364465,1.87441272364465,750,0,0,neutral,0,2666.31603477256,2124.33356335338
53,104,1,46,0.5,-0.5,-0.5,2,2,0.2,2,647,1,1,647,0,0,0.4,NaN,0.510825961186147,0.510825961186147,750,1,0,congruent,0,1323.25748474874,11793.6055491357
53,104,1,47,0.5,-0.5,-0.5,4,4,0.2,4,785,1,0,785,1,0,0.4,NaN,1.39844375939027,1.39844375939027,750,1,0,congruent,1,848.074623384646,2487.11605258981
53,104,1,48,-0.5,0.5,-0.5,2,2,0.2,2,589,1,1,589,1,0,0.8,0.6,0.137769205419198,0.137769205419198,750,1,0,congruent,0.1,1282.19421106663,3396.70315948688
53,104,1,49,0.5,-0.5,0,1,NaN,0.4,3,640,0,1,NaN,1,0,0.8,NaN,0.465801869972894,NaN,750,0,1,neutral,1,1661.54514468877,1869.93794975594
53,104,1,50,-0.5,-0.5,-0.5,2,2,0.4,2,616,1,1,616,0,0,1,0.4,0.311433557241743,0.311433557241743,750,1,0,congruent,0,2086.85805356412,3310.35451951447
53,104,1,51,-0.5,-0.5,0,1,NaN,0.4,1,727,1,1,727,1,0,1,0.4,1.02538700362332,1.02538700362332,750,0,0,neutral,0.1,700.919011228017,16601.1427727191
53,104,1,52,0.5,-0.5,-0.5,4,4,0.4,4,919,1,0,919,0,0,1.2,NaN,2.26033350547253,2.26033350547253,750,1,0,congruent,0,6059.09216635533,2052.97664100182
53,104,1,53,-0.5,-0.5,-0.5,1,1,0.4,1,633,1,1,633,1,0,0.8,0.6,0.420777778759642,0.420777778759642,750,1,0,congruent,0.1,3631.43513170959,2714.81907770889
53,104,1,54,-0.5,0.5,-0.5,3,3,0.4,3,828,1,0,828,0,0,0.8,0.6,1.67502031970024,1.67502031970024,750,1,0,congruent,0,8299.10872477712,3285.36344001631
53,104,1,55,-0.5,-0.5,-0.5,2,2,0.2,2,507,1,1,507,1,0,0.4,0.8,-0.389655863078902,-0.389655863078902,750,1,0,congruent,0.1,1436.75130582157,2044.10412019431
53,104,1,56,0.5,0.5,0,1,NaN,0.2,1,755,1,0,755,0,0,0.6,NaN,1.20548336847633,1.20548336847633,750,0,0,neutral,0,642.674315902333,9796.10267550382
53,104,1,57,-0.5,0.5,-0.5,3,3,0.2,3,574,1,1,574,1,0,0.4,0.4,0.0412890099622285,0.0412890099622285,750,1,0,congruent,0.1,3823.30840515155,2050.4926931832
53,104,1,59,-0.5,-0.5,0.5,1,2,0.4,4,855,0,0,NaN,0,0,0.4,0.8,1.84868467152279,NaN,750,0,1,incongruent,0,9383.36325530099,1434.79562054144
53,104,1,60,-0.5,0.5,0,4,NaN,0.4,3,659,0,1,NaN,0,0,0.4,0.6,0.588010117551722,NaN,750,0,1,neutral,0,7505.30266106313,4597.56579662857
53,104,1,61,-0.5,-0.5,0.5,2,3,0.2,3,914,0,0,NaN,1,0,0.2,0.6,2.2281734403202,NaN,750,1,0,incongruent,0.1,1450.44005370674,5889.23254121613
53,104,1,62,0.5,-0.5,0,3,NaN,0.2,3,641,1,1,641,0,0,0.4,NaN,0.472233883003359,0.472233883003359,750,0,0,neutral,0,6057.83134939234,8545.34125343005
53,104,1,63,0.5,-0.5,-0.5,2,2,0.2,2,535,1,1,535,0,0,0.2,NaN,-0.209559498225892,-0.209559498225892,750,1,0,congruent,0,3317.63546457078,3009.11533133245
53,104,1,64,0.5,-0.5,0,4,NaN,0.2,3,743,0,1,NaN,0,0,0.2,NaN,1.12829921211075,NaN,750,0,1,neutral,0,4423.87732544901,4865.74919390945
53,104,1,65,-0.5,-0.5,0.5,2,4,0.2,4,760,0,0,NaN,0,0,0.2,0.8,1.23764343362865,NaN,750,1,0,incongruent,0,11226.4331625069,7206.00200462284
