subid,vers,block,trial,rewlvl,efflvl,congruency,targetresp,distractorresp,rollingefflvl,resp,rt,acc,fast,accrt,isrewarded,ismiss,runavgrrgen,runavgrrcond,zrt,acczrt,rtthreshold,isdisterror,isranderror,congruence,feedback,fcz_resp_theta,fcz_resp_theta_baseline
62,104,1,1,-0.5,-0.5,-0.5,2,2,0.5,1,864,0,0,NaN,0,0,0,0,1.45941268815102,NaN,750,0,1,congruent,0,942.316091163165,3370.60810295052
62,104,1,2,-0.5,-0.5,-0.5,1,1,0.5,1,438,1,1,438,0,0,0,0,-1.50631062250165,-1.50631062250165,750,1,0,congruent,0,2662.58549449795,1892.36845937309
62,104,1,4,0.5,-0.5,0,2,NaN,0.4,2,635,1,1,635,0,0,0,NaN,-0.134837636120014,-0.134837636120014,750,0,0,neutral,0,2548.26061333815,4680.48667634725
62,104,1,5,0.5,0.5,0.5,3,2,0.4,3,359,1,1,359,1,0,0,NaN,-2.05629217541611,-2.05629217541611,750,0,0,incongruent,1,2270.21698860453,5581.00999117626
62,104,1,6,-0.5,0.5,0.5,2,3,0.5,2,553,1,1,553,1,0,0.4,0,-0.705704564461608,-0.705704564461608,750,0,0,incongruent,0.1,9062.79051357589,765.307143085526
62,104,1,7,-0.5,0.5,0.5,4,1,0.6,1,648,0,1,NaN,0,0,0.6,0.2,-0.0443343426024446,NaN,750,1,0,incongruent,0,3415.36717494967,3961.51237886538
62,104,1,8,0.5,-0.5,0.5,2,3,0.4,2,477,1,1,477,0,0,0.6,NaN,-1.23480074194894,-1.23480074194894,750,0,0,incongruent,0,1611.64839124265,1808.50087825738
62,104,1,9,-0.5,0.5,0,3,NaN,0.4,1,620,0,1,NaN,0,0,0.6,0.2,-0.239264513255672,NaN,750,0,1,neutral,0,2759.16456362594,2232.42465237949
62,104,1,10,0.5,-0.5,0.5,2,1,0.4,2,425,1,1,425,1,0,0.6,NaN,-1.59681391601922,-1.59681391601922,750,0,0,incongruent,1,6451.26013577346,391.683740871828
62,104,1,11,0.5,-0.5,0,1,NaN,0.4,1,532,1,1,532,0,0,0.6,NaN,-0.851902192451529,-0.851902192451529,750,0,0,neutral,0,7809.81267527056,2452.90260967161
62,104,1,12,-0.5,0.5,0.5,3,1,0.4,3,438,1,1,438,1,0,0.4,0.2,-1.50631062250165,-1.50631062250165,750,0,0,incongruent,0.1,644.914588509182,1857.78747338556
62,104,1,13,0.5,0.5,-0.5,2,2,0.6,1,553,0,1,NaN,0,0,0.6,NaN,-0.705704564461608,NaN,750,0,1,congruent,0,3084.06007075351,1913.78590947493
62,104,1,14,-0.5,-0.5,0,1,NaN,0.4,1,589,1,1,589,1,0,0.6,0,-0.455080059336031,-0.455080059336031,750,0,0,neutral,0.1,2324.56538430519,3946.11375436798
62,104,1,15,-0.5,-0.5,0.5,2,3,0.4,2,597,1,1,597,0,0,0.8,0.2,-0.39938572486368,-0.39938572486368,750,0,0,incongruent,0,2261.63616818296,1660.51025279191
62,104,1,17,0.5,-0.5,-0.5,1,1,0.2,1,749,1,1,749,1,0,0.4,NaN,0.658806630110982,0.658806630110982,750,1,0,congruent,1,1168.3145399561,4327.30225097224
62,104,1,18,-0.5,-0.5,0.5,2,3,0.2,2,521,1,1,521,0,0,0.6,0.2,-0.928481902351011,-0.928481902351011,750,0,0,incongruent,0,1177.26904754007,2791.35618167665
62,104,1,19,-0.5,0.5,0,3,NaN,0.2,3,364,1,1,364,1,0,0.6,0.4,-2.02148321637089,-2.02148321637089,750,0,0,neutral,0.1,731.94848748426,1766.29017086812
62,104,1,20,-0.5,0.5,-0.5,1,1,0.4,1,538,1,1,538,1,0,0.6,0.6,-0.810131441597266,-0.810131441597266,750,1,0,congruent,0.1,6218.0306694817,625.767322618789
62,104,1,21,0.5,-0.5,0,2,NaN,0.6,2,536,1,1,536,0,0,0.8,NaN,-0.824055025215354,-0.824055025215354,750,0,0,neutral,0,946.063069821679,2231.79886591812
62,104,1,22,0.5,-0.5,-0.5,4,4,0.6,4,365,1,1,365,0,0,0.8,NaN,-2.01452142456185,-2.01452142456185,750,1,0,congruent,0,3556.93447295779,5026.47565023168
62,104,1,23,0.5,-0.5,0,3,NaN,0.6,3,698,1,1,698,0,0,0.4,NaN,0.303755247849747,0.303755247849747,750,0,0,neutral,0,5532.98316345074,1971.8998946135
62,104,1,24,-0.5,0.5,-0.5,4,4,0.6,4,818,1,0,818,0,0,0.4,0.6,1.13917026493501,1.13917026493501,750,1,0,congruent,0,2655.97228847879,5856.27291439821
62,104,1,25,-0.5,0.5,0.5,3,2,0.4,3,751,1,0,751,0,0,0.2,0.6,0.67273021372907,0.67273021372907,750,0,0,incongruent,0,4083.70618982138,2769.28718858968
62,104,1,26,0.5,-0.5,-0.5,1,1,0.4,1,645,1,1,645,1,0,0,NaN,-0.0652197180295761,-0.0652197180295761,750,1,0,congruent,1,1684.48444827969,2443.36885785719
62,104,1,27,0.5,0.5,0,3,NaN,0.4,3,573,1,1,573,1,0,0.4,NaN,-0.566468728280732,-0.566468728280732,750,0,0,neutral,1,2485.06254261532,2242.7230118522
